id,commit,build,exec_time,comment,fix
47,9732f2a8,SUCCESS,16,Update website and docs,{}
48,eb4965a2,SUCCESS,16,Use GitHub pages for home page,{}
49,4ff0dadf,SUCCESS,11,Move to using m2e Maven Eclipse plugin,{}
50,223e863a,SUCCESS,13,Add proper GitHub README,{}
51,a6d5c6b5,SUCCESS,12,Remove basic code warnings,{}
52,f268b52a,SUCCESS,12,Move to using m2e Maven Eclipse plugin,{}
53,28aeba95,SUCCESS,14,Fix GJChronology.plus/minus across cutover and year zero,{}
54,91b1ba4e,SUCCESS,12,Better thread-safety in ISODateTimeFormat,{}
55,67778ce6,SUCCESS,13,Better thread-safety in ISODateTimeFormat,{}
56,c384c385,SUCCESS,13,Add LocalDateTime.toDate(TimeZone),{}
57,a8d5d13a,SUCCESS,12,Merge branch 'master' of https://github.com/codematters/joda-time into codematters-master,{}
58,1516bade,SUCCESS,14,Maximum size for pattern cache,{}
59,50e7b441,SUCCESS,15,Merge branch 'mjunginger-patch-1',{}
60,41528730,SUCCESS,14,Update DateTimeFormat.java,{}
61,09231162,SUCCESS,12,Reduce synchronization in LocalDateTime.toDate(),{}
62,1adb1e69,SUCCESS,12,Fix DateTimeFormatter.parseInto() where it obtains the default year,{}
63,6bf5bba0,SUCCESS,12,Define equals/hashcode in Chronology,{}
64,afb454fb,SUCCESS,12,Define equals/hashcode in Chronology,{}
65,95b82019,SUCCESS,12,Add @since tag,{}
66,0f274a6e,SUCCESS,13,Fix chronology cache synchronization,{}
67,fe915d2c,SUCCESS,12,Complete deprecation of DateMidnight,{}
68,76e4cfd9,SUCCESS,12,Merge branch 'deprecate-datemidnight' of https://github.com/oby1/joda-time into oby1-deprecate-datemidnight,{}
69,35bff3d1,SUCCESS,13,Fix test case,{}
70,67e22f8c,SUCCESS,13,Suppress deprecation warnings,{}
71,28bfc41b,SUCCESS,14,Update to time-zone data 2013d,{}
72,362ed178,SUCCESS,12,Fix to allow offsets from -00:01 to -00:59,{}
73,96f586cb,SUCCESS,13,Ensure there is a max/min valid offset in DateTimeZone,{}
74,54edec0d,SUCCESS,13,Deprecate DateMidnight,{}
75,08a3a0b9,SUCCESS,13,Merge pull request #38 from mebigfatguy/master,{}
76,6fc068c5,SUCCESS,12,fix javadoc @links,{}
77,0cd0ccad,SUCCESS,13,Investigate Period calculation at end of month,{}
78,3a413d78,SUCCESS,13,Days.daysBetween fails for MonthDay,{}
79,efce9916,SUCCESS,13,Update pom with pull request author,{}
80,ea9789a9,SUCCESS,13,Merge pull request #29 from celkins/fix-javadoc-typo,{}
81,f89ae6a4,SUCCESS,17,Fix invalid ISO 8601 duration syntax in javadoc example,{}
82,7fe4b477,SUCCESS,14,Fix short time-zone name parsing to match the longest name,{}
83,6be086e6,SUCCESS,17,Fix pom,{}
84,7a5dc1e9,SUCCESS,16,Update to time-zone data 2013c,{}
85,c36c7cb9,SUCCESS,18,Enable travisci,{}
86,43375f43,SUCCESS,15,Add method to compare intervals ignoring the chronology,{}
87,a77691dd,SUCCESS,13,Update to consistent JDK reference across Joda projects,{}
88,02d02622,SUCCESS,14,Update to time-zone data 2013b,{}
89,57eb4cbb,SUCCESS,12,Fix ZoneInfoCompiler and DateTimeZoneBuilder multi-threading,{}
90,6d510475,SUCCESS,13,Bump version,{}
91,3cfbe97a,SUCCESS,12,Update pom.xml,{}
92,799d7221,SUCCESS,12,Merge pull request #12 from plumpy/master,{}
93,cd40f81a,SUCCESS,12,two tiny javadoc corrections,{}
94,7c957945,SUCCESS,13,Fix link,{}
95,456e64b6,SUCCESS,12,Direct users to GitHub issues,{}
96,639c9657,SUCCESS,12,Remove tasks page,{}
97,3614019b,SUCCESS,13,Enhance pom,{}
98,4b9e2314,SUCCESS,14,Only one Javadoc link,{}
99,a3cf2fcc,SUCCESS,11,Remove old images,{}
100,f924b433,SUCCESS,12,Prepare for v2.2,{}
101,bddc55cf,SUCCESS,12,Clearer release notes,{}
102,db34c4a3,SUCCESS,11,Fix typos,{}
103,c4328d9f,SUCCESS,12,Update to time-zone data 2013a,{}
104,979e9b46,SUCCESS,12,Add recent contributors,{}
105,c8dd135b,SUCCESS,12,Fix patch and update project files (Duration string parsing),{}
106,4e5eb268,SUCCESS,12,Merge pull request #10 from mkneissl/master,{}
107,b99b7150,SUCCESS,12,Fix Duration conversion from String for negative millisecond durations.,{}
108,da867243,SUCCESS,13,Fix LocalTime Javadoc,{}
109,cb28cb59,SUCCESS,12,Javadoc fix to Years [169],{}
110,da829132,SUCCESS,13,Document and test constructor behavior,{}
111,4e511f5a,SUCCESS,11,Fix withMaximumValue()/withMinimumValue() to handle DST gap,{}
112,2fcc704a,SUCCESS,13,Add IllegalInstantException,{}
113,7a847c21,SUCCESS,13,Remove ant build,{}
114,14221a4e,SUCCESS,13,Change maven build to use exec-maven-plugin,{}
115,e329ecf6,SUCCESS,13,Delete TODO file,{}
116,2e564955,SUCCESS,13,Update to time-zone data 2012j,{}
117,263d4427,SUCCESS,13,Accept pull request,{}
118,7e08f749,SUCCESS,12,Merge remote-tracking branch 'hajimes/period_ja',{}
119,6d56b7e6,SUCCESS,13,Add Japanese translation of word-based periods,{}
120,101995f4,SUCCESS,12,Javadoc clarify on formatter builder,{}
121,8ffa0cd7,SUCCESS,13,Fix calculation of month length when day-of-month specified is less than 1,{}
122,77a6b3a4,SUCCESS,12,Fix fromCalendarFields()/fromDateFields() to handle era BC correctly,{}
123,f2f9c814,SUCCESS,13,Maven pom tweaks,{}
124,5cdb2065,SUCCESS,13,Merge pull request #7 from dancojocar/patch-1,{}
125,e9f90a1e,SUCCESS,13,Fix typo,{}
126,bb661e13,SUCCESS,12,Fix to handle cross-time-zone issues properly rather than always using UTC [163],{}
127,cd24d5cb,SUCCESS,13,Fix to handle cross-time-zone issues properly rather than always using UTC,{}
128,136667cc,SUCCESS,13,Add Danish translation of word-based periods,{}
129,6d3a272c,SUCCESS,12,Fix tests to match changes Spanish resource file,{}
130,fd88604b,SUCCESS,12,Corrected accent on i in Spanish 'dias',{}
131,a9f1ae91,SUCCESS,13,Fix to avoid exception for times before 1970 with non-zero milli-of-second,{}
132,5d0f10b4,SUCCESS,13,Add test case to investigate issue,{}
133,5d08a1cd,SUCCESS,13,Fix period formatter to correctly output values negative milliseconds [3564249],{}
134,6a1b24c5,SUCCESS,12,Add methods to calculate Julian Day,{}
135,bce8df70,SUCCESS,12,Better installation docs,{}
136,14863a51,SUCCESS,12,Parsing of US short time-zone names,{}
137,46b817a0,SUCCESS,14,Fix formatter cannot print/parse code,{}
138,06fffaf3,SUCCESS,12,Ignore Eclipse files,{}
139,2091e713,SUCCESS,12,Add P2 update site,{}
140,fdb2ef48,SUCCESS,13,Merge pull request #4 from jlavallee/patch-1,{}
141,24ad2dd7,SUCCESS,12,Clarify values passed into constructors,{}
142,fecee760,SUCCESS,13,Fix typo in Jollyday description,{}
143,66c4a1c1,SUCCESS,12,Change some StringBuffer uses to StringBuilder [3532330],{}
144,2ea85632,SUCCESS,12,Fix MonthDay add/subtract around Feb29 [3528941],{}
145,cc3262ff,SUCCESS,13,Harden TestReadableDurationConverter test case [3515086],{}
146,0cefc4c2,SUCCESS,12,"FieldUtils.safeMultiply(long,int) [3520651]",{}
147,383354ad,SUCCESS,12,Update time-zone data to 2012c,{}
148,706513d5,SUCCESS,13,Fix DateTimeFormatter.parseInto() [3522138],{}
149,dba7c37e,SUCCESS,12,Add better null comment [3513326],{}
150,67178f0d,SUCCESS,13,Prepare for v2.1,{}
151,0993b376,SUCCESS,16,Checkstyle,{}
152,aa13a78e,SUCCESS,13,Fix cut and paste in docs,{}
153,90ed89df,SUCCESS,15,Fixup ant script,{}
154,48e7bb78,SUCCESS,15,Update Joda-Convert dependency,{}
155,b8f80df3,SUCCESS,15,Add Scala notes,{}
156,2c7cc093,SUCCESS,14,Update to time-zone 2011n,{}
157,1cea361a,SUCCESS,13,Add to git ignore,{}
158,3ea371ac,SUCCESS,14,Add since tags,{}
159,790a3a23,SUCCESS,14,Fix validation in BasicChronology.getDateTimeMillis,{}
160,714c53e2,SUCCESS,14,Fix multiplication of Long.MIN_VALUE by -1 in safeMultiply(),{}
161,44b5d6cc,SUCCESS,15,Add Period.multipliedBy(int) and Period.negated(),{}
162,12fce671,SUCCESS,14,Use getID() when parsing JDK TimeZone,{}
163,a8913f5a,SUCCESS,14,Fix time zone later/earlier offset methods in Western hemisphere [3476684],{}
164,cdeacf09,SUCCESS,14,Fix multi-lingual period format for using English from another language default [3471414],{}
165,5d8a77e2,SUCCESS,15,Tweaks to cached time-zone to try and avoid a NPE [3470276],{}
166,d634d385,SUCCESS,14,Add FAQ on wrong time-zone offsets,{}
167,3bca798e,SUCCESS,13,Fix references to removed methods in user guide,{}
168,7a4800c2,SUCCESS,14,Enhance plus/minus javadoc [3469522],{}
169,1803610f,SUCCESS,14,Add to gitignore,{}
170,d2ec203c,SUCCESS,16,Enhance readResolve() from LocalDate/LocalTime/LocalDateTime [3461008],{}
171,d6791cb5,SUCCESS,16,Fix PeriodType caching,{}
172,7b5032a4,SUCCESS,16,Better hash code distribution,{}
173,b609d7d6,SUCCESS,16,Fix GJChronology to allow some leap year dates in JulianChronology to be created [3446915],{}
174,e16eb72a,SUCCESS,16,Make hash code deterministic,{}
175,5a4fb365,SUCCESS,17,"Fix broken hyperlink, notified by ""Gent, R.H. van (Rob)""",{}
176,82c5e4f9,SUCCESS,13,Ambiguous date-time when in zone with offset of 00:00 [3424669],{}
177,a92450e8,SUCCESS,14,Fix zone id parsing for ids like America/Dawson_Creek [3427389],{}
178,17a60c9a,SUCCESS,14,Add note about JAXB to related projects,{}
179,7b145b04,SUCCESS,14,Update FAQ,{}
180,f52ae28d,SUCCESS,14,Add time-zone offset to Interval string [https://github.com/JodaOrg/joda-time/pull/2],{}
181,e2d472ba,SUCCESS,14,"Format the endpoints of an interval in toString using ISODateTimeFormat.dateTime(), to not lose the timezone",{}
182,5a59a1f6,SUCCESS,15,Make tests pass using non-English default locale,{}
183,7bdb324b,SUCCESS,15,Javadoc fix to MutablePeriod [3413869],{}
184,0973b460,SUCCESS,14,Fix time-zone names in non-English locales on JDK1.6 [3412910],{}
185,c5a5190e,SUCCESS,14,Remove broken test class,{}
186,49558a52,SUCCESS,14,Work around maven bug that puts duplicate files in source jar,{}
187,5d127a3a,SUCCESS,15,Fix release date,{}
188,1ec3c2f0,SUCCESS,15,Support parsing of date-time zone names like BST or British Summer Time,{}
189,3ea62678,SUCCESS,16,Add deprcated annotation,{}
190,07002501,SUCCESS,14,Comment out pmd to avoid Out Of Memory issues,{}
191,aa17c531,SUCCESS,15,Work around maven bug that puts duplicate files in source jar,{}
192,f64399f3,SUCCESS,15,Time zone database 2011h,{}
193,fc896e3a,SUCCESS,15,Prepare for v2.0,{}
194,2c5adef4,SUCCESS,15,Add static now() methods to major classes,{}
195,d88831b6,SUCCESS,15,Minor tweaks to code from Dave Brosius,{}
196,4d3256df,SUCCESS,14,Merge commit '6b1b998c82879495a0587fc0559314e9605061bc',{}
197,80486e85,SUCCESS,14,Support parsing of date-time zone names like BST or British Summer Time,{}
198,53eadfbd,SUCCESS,14,Support parsing of date-time zone IDs like Europe/London,{}
199,6b1b998c,SUCCESS,15,make sure streams get closed when exception occurs,{}
200,ae451955,SUCCESS,14,add equals/hashCode methods for classes that implements compareTo,{}
201,56ce9baf,SUCCESS,14,use the Integer cache where possible,{}
202,9d991bcf,SUCCESS,15,use the Integer cache where possible,{}
203,d6f06ab1,SUCCESS,14,push code down to inner block where it's actually used,{}
204,c9322762,SUCCESS,14,npe guard,{}
205,05df0f46,SUCCESS,14,Make compile on Java 5 rather than Java 6,{}
206,67f1a30f,SUCCESS,14,Rework fix to ensure immutable classes by using volatile instance variables,{}
207,47da3365,SUCCESS,13,Prepare for v2.0-RC1,{}
208,2bad1780,SUCCESS,14,Time-zone DB 2011g,{}
209,067983f2,SUCCESS,14,Ensure immutable classes by using final instance variables,{}
210,b55a47fa,SUCCESS,14,Test serialization of Duration,{}
211,72ec8541,SUCCESS,13,Add more documentation about not parsing 24:00,{}
212,9f24508a,SUCCESS,13,Readme,{}
213,e6cd9ba1,SUCCESS,14,Rely on interface rather than redeclaration when adding Comparable to ReadablePartial interface for better backwards compatibility,{}
214,64404332,SUCCESS,13,Add Comparable to ReadablePartial interface,{}
215,f67b62aa,SUCCESS,14,Clarify Javadoc around week-of-weekyear,{}
216,8dc39649,SUCCESS,14,Add DateTime.withTimeAtStartOfDay() [3304757],{}
217,24145245,SUCCESS,13,Setup standard Eclipse environment and git ignores,{}
218,88d917b1,SUCCESS,14,Mark current version as a snapshot,{}
219,90c44c4e,SUCCESS,14,Update following move to GitHub,{}
220,67e4663f,SUCCESS,13,Add basic readme,{}
221,27fde774,SUCCESS,14,Add basic Eclipse files,{}
222,0f54d320,SUCCESS,14,Add gitignore,{}
223,df4a82f4,SUCCESS,14,Remove JodaTime folder moving files to top level,{}
224,72b22654,FAIL,1,Remove Joda-Time contrib folder - active projects now independent at GitHub,{}
225,3ec46adf,FAIL,1,"Move to Hibernate 3.6, with flexible Joda-Time and Hibernate versioning (provided dependencies)",{}
226,149da408,FAIL,2,Extra tests to ensure constructor behaviour at overlap,{}
227,b8ce739c,FAIL,1,Clarify Javadoc re Julian Gregorian cutover,{}
228,57c8aaf9,FAIL,2,"Duraton.toPeriod(), new Period(long), new MutablePeriod(long) [3264409] Fixed to obey Javadoc. Previously, they didn't obey the Javadoc if the default time-zone had no daylight savings.",{}
229,14dedcbc,FAIL,1,"DateTimeZone.forTimeZone [3216471] Time-zone ID ""MET"" from java.util.TimeZone is now mapped correctly. Other time-zone conversions have been updated appropriately",{}
230,bfd37a81,FAIL,1,Javadoc withMaximumValue/withMinimumValue,{}
231,58620f64,FAIL,2,Add DateTime.withEarlierOffsetAtOverlap() .withLaterOffsetAtOverlap() [3192457] Allow fine grained control of the offset during a DST overlap reported by Hood Wilson Gusso Silva,{}
232,d50efdf7,FAIL,1,"Conversion from parsed values to a date-time handles weird sets of fields better [3161586] This change is mostly for combinations like weekyear-month-week The new code doesn't handle all combinations perfectly, but its better than it was",{}
233,c3bec2cd,FAIL,1,"Remove OSGi BundleExecutionEnvironment [3175068,3175612]",{}
234,5bb92d13,FAIL,1,DateTimeZone.getMillisKeepLocal The behaviour now retains the offset when changing zones where possible This affects DateTime.withZoneRetainFields and MutableDateTime.setZoneRetainFields,{}
235,bbbbbbfb,FAIL,1,Standard DateTimeFieldType hashCode and equals for stability across serialization,{}
236,83c41421,FAIL,2,Fix ant build to handle joda-convert,{}
237,65727d7e,FAIL,1,"Handle broken serialization in other tools [3117678] Some tools can't handle the joda-time stub serialization, kludge a fix for them Also add final to some variables",{}
238,1194c698,FAIL,1,Fix ant file now joda-convert needed for compilation,{}
239,301d885b,FAIL,2,Test period calculation during overlap,{}
240,bb9410f0,FAIL,1,Test LocalDate Buddhist serialisation,{}
241,856d11f5,FAIL,2,Test serialization of Local* classes,{}
242,552be4b6,FAIL,1,"DateTimeZone.getOffsetFromLocal [2952991] The behaviour during DST overlaps is now defined to always return the earlier instant which is normally known as daylight or summer time. Previously, the result varied by hemisphere. This affects the constructor of DateTime and other methods",{}
243,c7a581e5,FAIL,1,"DateTimeZone.convertLocalToUTC [bugs 3102760,2182444,2553453] New method now retains the offset wherever possible during calculations This affects higher methods like withHourOfDay/withMinuteOfHour/withSecondOfMinute/withMillisOfSecond which now do not change offset when called within a DST overlap",{}
244,218a7fe9,FAIL,2,Add FromString and ToString to DateTimeZone,{}
245,ddcbe0ed,FAIL,1,Upgrade to joda-convert 1.1 Move toolchain to profile,{}
246,bf313539,FAIL,1,Add JodaConvert @FromString and @ToSTring,{}
247,843d7b8f,FAIL,2,Parse month-day in year 2000 instead of 1970 to parse Feb 29,{}
248,e1225752,FAIL,1,Add static parse methods to period/duration/interval classes,{}
249,91e4b345,FAIL,2,Add static parse methods to date-time classes,{}
250,8672850d,FAIL,1,MonthDay and YearMonth should have stricter default parsing,{}
251,73cf859d,FAIL,1,Javadoc,{}
252,91aaddb9,FAIL,2,Prepare for v2.0,{}
253,eb80d4de,FAIL,1,Prepare for v2.0,{}
254,0ed6d155,FAIL,2,Extra test for deserialization,{}
255,4a2f8d21,FAIL,1,Timezone data 2010o,{}
256,f35cde21,FAIL,1,Javadoc fix in PeriodFormatterBuilder [3100939],{}
257,e0559c50,FAIL,2,Period formatter builder append(PeriodFormatter) did not handle some case [2495455] test from Bjoern Ricks,{}
258,d090b642,FAIL,1,Better Javadoc of DateTimeZone.default behaviour,{}
259,a7416aad,FAIL,2,DateTimeZone.forID(String) now case-sensitive Use ConcurrentHashMap instead of synchronized,{}
260,a7ab046b,FAIL,1,Don't generate broken source links [3073905],{}
261,f52ef7ef,FAIL,1,Duration.toString Fixed to work correctly for negative values,{}
262,b835259e,FAIL,2,Document algorithm for default time-zone,{}
263,1cce276a,FAIL,1,Use latest junit,{}
264,df5d1647,FAIL,2,"Fix DateTimeZone.getDefault [3048468,3056104] Handle missing user.timezone system property on Android that resulted in stack overflow investigated by/patch suggeted by Matias Brunstein Macri",{}
265,43e7029f,FAIL,1,Fix maven tests to work in German locale patch from Ansgar Konermann,{}
266,06067d37,FAIL,1,Add Joda-Convert,{}
267,b4363369,FAIL,2,Avoid lots of deprecation messages,{}
268,ed780810,FAIL,1,Include build.xml in src distribution,{}
269,6895dca6,FAIL,1,Include PeriodFormat properties in jar file; Enhance generation of time zone files,{}
270,01ed04f3,FAIL,1,Reduce logging from ZoneInfoCompiler by adding a verbose flag,{}
271,af371a8f,FAIL,1,Javadoc fixes,{}
272,0d15017c,FAIL,2,Update time zone data to 2010l,{}
273,94bdce1b,FAIL,1,Add JSR-310 note,{}
274,3cfb67b8,FAIL,1,Supress warnings from JDK Date class,{}
275,16834a41,FAIL,2,Reinstate LocalDate deprecated methods as the binary incompatibility isn't worth the hassle,{}
276,1129d946,FAIL,1,Fix generics implementation to retain binary compatibility,{}
277,0109c433,FAIL,2,Add multi-language word-based period formatting [1252708] based on idea and code from Ricardo Trindade,{}
278,261d08e3,FAIL,1,Add Jollyday,{}
279,365fdb19,FAIL,1,Update time zone to 2010k,{}
280,59383119,FAIL,2,Minor fixes,{}
281,103b3d36,FAIL,1,Fix whitespace,{}
282,d8649e08,FAIL,2,Convert to Maven 2,{}
283,304f89cd,FAIL,1,Pickup changes from building 1.6.1,{}
284,d22dc4c4,FAIL,1,Convert to Maven 2,{}
285,5a174fc3,FAIL,2,Remove email addresses,{}
286,8e0c77b2,FAIL,1,Convert to Maven 2,{}
287,83f1a741,FAIL,2,Convert to maven 2,{}
288,0e1c060a,FAIL,1,Convert to Maven 2,{}
289,a62f8f4a,FAIL,1,Convert to maven 2,{}
290,e57d57d5,FAIL,2,Convert to Maven 2,{}
291,53feb3fa,FAIL,1,Convert to maven 2,{}
292,7fa2ceaf,FAIL,1,Convert to Maven 2,{}
293,3af77190,FAIL,1,Convert to Maven 2,{}
294,44efdb23,FAIL,1,Convert to Maven 2,{}
295,d358df17,FAIL,2,Convert to Maven 2,{}
296,39562dc9,FAIL,1,Convert to Maven 2,{}
297,0f951f39,FAIL,1,Fixes ported from working on v1.6.1,{}
298,80537525,FAIL,2,Update TODO,{}
299,a625a750,FAIL,1,Avoid backwards incompatibilty by sacrificing Javadoc,{}
300,633dba46,FAIL,2,Add includeantruntime to build.xml,{}
301,1c721be9,FAIL,1,Fix time zone compiler to handle 24:00 [2804258],{}
302,c5d170d5,FAIL,1,Update time zone data to 2010i,{}
303,05574876,FAIL,2,Add since tags,{}
304,9c2e92bb,FAIL,1,DateTimeFormatter convenience methods taking an Appendable [2607923],{}
305,d76051f7,FAIL,2,DateTimeUtils shared static variable now volatile [2986043],{}
306,32b0bb4e,FAIL,1,Update to new sourceforge URLs,{}
307,968d01db,FAIL,1,Update to JDK 1.5,{}
308,92cd4e10,FAIL,2,Update to JDK 1.5,{}
309,3d755f39,FAIL,1,Add the maven assemblies (bin and src),{}
310,609aa431,FAIL,1,'mvn compile' and 'mvn package' now also work (by delegating to ant). 'mvn assembly:assembly' will now create a bin and a src distribution. Add maven-gpg-plugin and maven-repository-plugin.,{}
311,e1bf505a,FAIL,2,Add contents for the site. Additions to pom.xml. Some minor changes.,{}
312,51bec123,FAIL,1,DateTimeZone.convertLocalToUTC [2903029] Now handles date after last ever DST change reported by Christoph Goldner,{}
313,bc49e14e,FAIL,2,Classloading CachedDateTimeZone could invalidate state [2935625] Reported by Michael Barker,{}
314,7673aa4d,FAIL,1,Make MillisProvider public so anyone can change the clock,{}
315,a08b61da,FAIL,1,"Add MonthDay, from Chris Pheby",{}
316,6c6ad879,FAIL,2,"Add MonthDay, from Chris Pheby",{}
317,2b25b36a,FAIL,1,Javadoc and tidy up,{}
318,9e112e07,FAIL,2,Fix fromDateFields() where j.u.Date before 1970 reported by Jure Mercun,{}
319,0a5a497b,FAIL,1,"Cache result of hash code to enhance performance, issue reported by Jeffrey Green",{}
320,3c026b7c,FAIL,1,Add script that generates the gwt tests from the annotated core tests. Update gwt tests.,{}
321,8fb9bae6,FAIL,2,Annotate test classes that are branched off joda-time core for joda-time-gwt. The annotated test classes are used as a basis to generate the gwt test classes. Also change the default java.util.Locale and java.util.TimeZone to verify which test cases are actually depending on these defaults (these tests are marked in the code as well). In the generated gwt test classes Locale and TimeZone are not supported so these statements will be removed.,{}
322,59a25b37,FAIL,1,branch off the tests of joda-time core (v1.6) for gwt,{}
323,9d40c6d4,FAIL,2,Post release v1.2,{}
324,77c6c0f1,FAIL,1,Prepare for v1.2,{}
325,a7252d92,FAIL,1,Prepare for v1.2,{}
326,b7bb4ca9,FAIL,2,Prepare for v1.2,{}
327,0e674e3c,FAIL,1,Introduce option gwt.test.args. Default value in build.properties.,{}
328,165e44a4,FAIL,1,Added a README,{}
329,77dde7d7,FAIL,2,Initial version of the ported testset.,{}
330,028e01cb,FAIL,1,Initial version of src/main/gwt and src/main/gwt-emul,{}
331,e861ef34,FAIL,2,Copy joda-time 1.6 src/java and scr/test to joda-time-gwt gwt-emul and test resp. (for easy diffing later on). Initial version of emulated jre code.,{}
332,56d6f8a5,FAIL,1,Create gwt project,{}
333,e9032e77,FAIL,1,Convert to Maven 2,{}
334,3a440aac,FAIL,2,Prepare for release 1.2,{}
335,4c2dfc80,FAIL,1,Prepare for release 1.2,{}
336,18116433,FAIL,2,Checkstyle,{}
337,7f90642a,FAIL,1,Convert to Maven 2,{}
338,03753882,FAIL,1,Convert to Maven 2,{}
339,463b4674,FAIL,2,Convert to Maven 2,{}
340,b68ad159,FAIL,1,Convert to Maven 2,{}
341,04f80d16,FAIL,1,Convert to Maven 2,{}
342,bc0fbec2,FAIL,2,Convert to Maven 2,{}
343,dfe917d4,FAIL,1,Convert to Maven 2,{}
344,15323018,FAIL,2,Add antlr to make tests pass,{}
345,736bbfc9,FAIL,1,Add Instant persistance by BIGINT and TIMESTAMP,{}
346,effe126d,FAIL,1,Convert to Maven 2,{}
347,ad348b5d,FAIL,2,Convert to Maven 2,{}
348,0986a770,FAIL,1,Convert to Maven 2,{}
349,25eb7898,FAIL,2,Convert to Maven 2,{}
350,6c01269b,FAIL,1,Convert to Maven 2,{}
351,c3ee85ad,FAIL,1,Convert to Maven 2,{}
352,26482d22,FAIL,2,Convert to Maven 2,{}
353,1972531a,FAIL,1,Convert to Maven 2,{}
354,b74e684f,FAIL,2,Convert to Maven 2,{}
355,9b9eeb2f,FAIL,1,Optimise deepCopy(),{}
356,695bd1df,FAIL,1,Format classes to correct coding standards,{}
357,9282fb09,FAIL,2,Fix whitespace and line endings,{}
358,70d6a2e6,FAIL,1,Add Instant persistance by BIGINT and TIMESTAMP,{}
359,008a33f1,FAIL,1,Add Joda-Money,{}
360,ce94280c,FAIL,2,Enhance javadoc,{}
361,7921e431,FAIL,1,"Add DateTimeFormatter.parseLocalDate(), .parseLocalTime(), .parseLocalDateTime()",{}
362,760c5757,FAIL,2,Add DateTimeFormatter.withZoneUTC(),{}
363,4b8f473c,FAIL,1,Add DateTimeFormatter.withZoneUTC(),{}
364,82ad80ce,FAIL,1,Add OSGi information,{}
