id,commit,build,exec_time,comment,fix,lastFix
24,4997fb1,SUCCESS,8.0,"Suppress warning, we only assign the variable to make sure the expected exception is thrown",{'lastFix': None},
25,132b060,SUCCESS,8.0,Rewrite to avoid (im)possible NPE warning,{'lastFix': None},
26,bf1ba04,SUCCESS,8.0,Javadoc.,{'lastFix': None},
27,51bc8df,SUCCESS,8.0,Fix some formatting.,{'lastFix': None},
28,c3ca9d9,FAIL,1.0,Simpler (the prefix is still needed as .<T> cannot start a method call),{'lastFix': None},
29,01b459d,SUCCESS,8.0,Eliminate one unchecked warning; localise and document others,{'lastFix': None},
30,9d9aa68,SUCCESS,9.0,LANG-884 Simplify FastDateFormat; eliminate boxing,{'lastFix': None},
31,bc73f13,SUCCESS,7.0,Applying Joanne's subsequent patch from LANG-875 making appendIfMissing use the same logic for null as endsWith (by reusing endsWith).,{'lastFix': None},
32,973c469,SUCCESS,9.0,Javadoc typo,{'lastFix': None},
33,fb47b96,SUCCESS,9.0,Allow LookupTranslator to support CharSequence properly; previously it was working only for CharSequence's that implemented hashCode and equals(Object). LANG-882,{'lastFix': None},
34,4ddbd99,SUCCESS,7.0,Adding a javadoc note regarding LANG-882,{'lastFix': None},
35,87c0260,SUCCESS,9.0,"Added more detail to the explanation of the oddly backwards way that difference(String, String) works as noted in LANG-784",{'lastFix': None},
36,0ccdf9c,SUCCESS,8.0,[LANG-754] Fix ClassUtils.getShortName to only do a reverse lookup for array types.,{'lastFix': None},
37,6ee75ef,SUCCESS,7.0,"Add a CharSetUtils.containsAny(String, String) per LANG-886",{'lastFix': None},
38,65b8fbb,SUCCESS,9.0,Documenting the LANG-846 fix,{'lastFix': None},
39,12e803d,SUCCESS,9.0,"Adding Dmitry Katsubo's patch from LANG-846, providing CharSequenceUtils.regionMatches with a proper green implementation instead of inefficiently converting to Strings",{'lastFix': None},
40,d2b34a9,SUCCESS,7.0,Avoid compilation warnings,{'lastFix': None},
41,3c85a43,SUCCESS,8.0,Unused import,{'lastFix': None},
42,a839154,SUCCESS,8.0,Javadoc corrections,{'lastFix': None},
43,16b9f18,SUCCESS,8.0,Fix Javadoc api URLs,{'lastFix': None},
44,12035df,SUCCESS,8.0,Added escape/unescapeJson methods per Maurizio Cucchiara's patch in LANG-797,{'lastFix': None},
45,76cc6a6,SUCCESS,9.0,Fixing the @since for LANG-875,{'lastFix': None},
46,17a4008,SUCCESS,8.0,Noted LANG-875 in the changes.xml,{'lastFix': None},
47,8d11c4a,SUCCESS,9.0,Applying Joanne Polsky's patch adding appendIfMissing/prependIfMissing methods to StringUtils [LANG-875],{'lastFix': None},
48,8a08c11,SUCCESS,8.0,Add tests to try and break createNumber exponent handling,{'lastFix': None},
49,2d460b7,SUCCESS,8.0,Document why double exponent (e and E) seems to work even though the index will be wrong,{'lastFix': None},
50,0d36b96,SUCCESS,9.0,Factor out number failure tests,{'lastFix': None},
51,860b0f8,SUCCESS,7.0,Show input as well as output for failures,{'lastFix': None},
52,54ef078,SUCCESS,9.0,Fix test failure comments,{'lastFix': None},
53,e437b35,SUCCESS,8.0,No need to check for Java 1.3+ any more,{'lastFix': None},
54,f5d8a8f,SUCCESS,7.0,LANG-881 NumberUtils.createNumber() Javadoc says it does not work for octal numbers,{'lastFix': None},
55,fe350b2,SUCCESS,8.0,LANG-881 Enhance test so it also checks the exact values,{'lastFix': None},
56,5d27970,SUCCESS,9.0,Statements unnecessarily nested within else clauses.,{'lastFix': None},
57,4ee6973,SUCCESS,7.0,Fix up URLs so they point to actual sites; this allows relative URLs to work properly,{'lastFix': None},
58,4e585a4,SUCCESS,8.0,Updating changes file for two recent commits,{'lastFix': None},
59,4c6be0a,SUCCESS,10.0,"Fixing urls to point to new oracle pages and not old, sometimes broken, sun urls",{'lastFix': None},
60,560f5b9,SUCCESS,7.0,Fixing link from javadoc to point to new oracle site,{'lastFix': None},
61,a58a3fd,SUCCESS,9.0,Adding CR and LF to StringUtils. LANG-870,{'lastFix': None},
62,5055925,SUCCESS,8.0,"[LANG-873] Add FieldUtils getAllFields() to return all the fields defined in the given class and super classes. Alternate impl that splits into two APIs, one with an array result, the other with a List.",{'lastFix': None},
63,b1f84bc,SUCCESS,7.0,"[LANG-873] Add FieldUtils getAllFields() to return all the fields defined in the given class and super classes. Alternate impl that splits into two APIs, one with an array result, the other with a List.",{'lastFix': None},
64,a8c1d14,SUCCESS,8.0,[LANG-873] Add FieldUtils getAllFields() to return all the fields defined in the given class and super classes.,{'lastFix': None},
65,65d6c85,SUCCESS,9.0,trivial: remove unnecessary <p> tags in one line JavaDoc comments,{'lastFix': None},
66,bbebb35,SUCCESS,7.0,trivial: remove trailing white spaces,{'lastFix': None},
67,60a2953,SUCCESS,9.0,maven-pmd-plugin 2.7.1 -> 3.0.1.,{'lastFix': None},
68,d7ea620,SUCCESS,9.0,Remove useless parentheses (PMD).,{'lastFix': None},
69,0b06e23,SUCCESS,7.0,Fix PMD: Avoid modifiers which are implied by the context.,{'lastFix': None},
70,fb091b6,SUCCESS,9.0,[LANG-873] Add FieldUtils getDeclaredFields() to return all the fields defined in the given class and super classes.,{'lastFix': None},
71,bb9ff72,SUCCESS,8.0,fix distManagement/site,{'lastFix': None},
72,1be883a,SUCCESS,7.0,fix rat report configuration,{'lastFix': None},
73,c4c908a,SUCCESS,9.0,add missing license header,{'lastFix': None},
74,fbc8865,SUCCESS,7.0,fix link,{'lastFix': None},
75,f39cfbd,SUCCESS,9.0,ignore site-content,{'lastFix': None},
76,ce6ce73,SUCCESS,9.0,use a real value rather than a property as not everybody use a snapshot build of maven see https://jira.codehaus.org/browse/MNG-5418.,{'lastFix': None},
77,77d378e,SUCCESS,7.0,restore download cgi,{'lastFix': None},
78,88a6632,SUCCESS,8.0,svnpubsub is now activated,{'lastFix': None},
79,818b2a0,SUCCESS,8.0,use last parent 28,{'lastFix': None},
80,e891fd8,SUCCESS,7.0,Fix typo.,{'lastFix': None},
81,48f923a,SUCCESS,8.0,Add generic type parameter javadoc.,{'lastFix': None},
82,b6b57fd,SUCCESS,9.0,"Remove wrong param tags, complete javadoc.",{'lastFix': None},
83,010cad3,SUCCESS,7.0,Add missing param tag.,{'lastFix': None},
84,3933e0d,SUCCESS,8.0,Add missing javadoc.,{'lastFix': None},
85,1afc73a,SUCCESS,9.0,Add missing javadoc.,{'lastFix': None},
86,c2ad1b0,FAIL,7.0,developed by => developed at,{'lastFix': None},
87,d3a1034,SUCCESS,9.0,Update copyright for 2013.,{'lastFix': None},
88,a2eb7ae,SUCCESS,9.0,JUnit 3 -> 4: replace import of junit.framework.Assert with org.junit.Assert.,{'lastFix': None},
89,b5c22a8,SUCCESS,7.0,Fix Javadoc.,{'lastFix': None},
90,ae6928a,SUCCESS,8.0,Add final modifier to local variables.,{'lastFix': None},
91,8e08ef1,SUCCESS,9.0,Add final modifier to method parameters.,{'lastFix': None},
92,3a28a61,SUCCESS,7.0,Add final modifier to private fields.,{'lastFix': None},
93,d685e77,SUCCESS,8.0,configure svnpubsub,{'lastFix': None},
94,2c53f01,SUCCESS,8.0,really fix site this time,{'lastFix': None},
95,3ce982e,SUCCESS,7.0,use non SNAPSHOT parent,{'lastFix': None},
96,75944e5,SUCCESS,9.0,[LANG-865] LocaleUtils.toLocale does not parse strings starting with an underscore.,{'lastFix': None},
97,379151b,SUCCESS,9.0,fix links with new tree for javadocs,{'lastFix': None},
98,d301618,SUCCESS,7.0,faster checkout with ignoring javadocs from previous versions,{'lastFix': None},
99,4de9d7b,SUCCESS,9.0,configure site deploy tru svnpubsub,{'lastFix': None},
100,7f1d11b,SUCCESS,9.0,Update JUnit to version 4.11 from 4.10.,{'lastFix': None},
101,4c7b209,SUCCESS,7.0,Missing interface @Override,{'lastFix': None},
102,ae4d1d9,SUCCESS,8.0,Imports,{'lastFix': None},
103,e50e8dd,SUCCESS,9.0,"<action issue=""LANG-835"" type=""add"">StrBuilder should support StringBuilder as an input parameter</action>",{'lastFix': None},
104,44df22c,SUCCESS,8.0,"<action issue=""LANG-858"" type=""fix"">StringEscapeUtils.escapeJava() and escapeEcmaScript() do not output the escaped surrogate pairs that are Java parsable</action>",{'lastFix': None},
105,258d109,SUCCESS,9.0,[LANG-858] StringEscapeUtils.escapeJava() does not output the escaped surrogate pairs that is Java parsable.,{'lastFix': None},
106,b081a8f,SUCCESS,7.0,Remove extra whitespace.,{'lastFix': None},
107,42d9ba5,SUCCESS,8.0,Add testEscapeXmlAllCharacters.,{'lastFix': None},
108,cff0f1a,SUCCESS,9.0,[LANG-857] StringIndexOutOfBoundsException in CharSequenceTranslator.,{'lastFix': None},
109,6823c37,SUCCESS,8.0,LANG-856 Code refactoring in NumberUtils,{'lastFix': None},
110,a2de604,SUCCESS,8.0,LANG-854 NumberUtils#createNumber - does not allow for hex numbers to be larger than Long,{'lastFix': None},
111,396a00b,SUCCESS,8.0,LANG-855 NumberUtils#createBigInteger does not allow for hex and octal numbers,{'lastFix': None},
112,57112a6,SUCCESS,7.0,"Add tests to show magnitude boundary between Float, Double and BigDecimal",{'lastFix': None},
113,817eba2,SUCCESS,8.0,Wrong order of testing,{'lastFix': None},
114,a476993,SUCCESS,9.0,Javadoc.,{'lastFix': None},
115,e71f6dd,SUCCESS,8.0,"LANG-822: NumberUtils#createNumber - bad behaviour for leading ""--""",{'lastFix': None},
116,f0c7e60,SUCCESS,8.0,Document return value with null input,{'lastFix': None},
117,ff87473,SUCCESS,9.0,[LANG-853] StringUtils join APIs for primitives.,{'lastFix': None},
118,2bb48c5,SUCCESS,7.0,Remove whitespace.,{'lastFix': None},
119,04b2d81,SUCCESS,9.0,LANG-582 - minutes missing from test format,{'lastFix': None},
120,f36dc97,SUCCESS,9.0,explain whitespace pattern,{'lastFix': None},
121,bcdb108,SUCCESS,7.0,restrict whitespace pattern to ignore 'blocks' of whitespace consisting of only a single space,{'lastFix': None},
122,4b936e3,SUCCESS,8.0,StrBuilder implements Builder; provide toStringBuilder as toStringBuffer,{'lastFix': None},
123,f8e04fb,SUCCESS,9.0,support varargs in StrBuilder.appendAll(); also convert iterable form of method to use enhanced for loop,{'lastFix': None},
124,5274429,SUCCESS,7.0,"[LANG-701] StringUtils join with var args. Add and use SPACE string constant for "" "".",{'lastFix': None},
125,c121439,SUCCESS,9.0,Rename private WHITESPACE_BLOCK to WHITESPACE_PATTERN.,{'lastFix': None},
126,517bafd,SUCCESS,9.0,Refactor some duplicate code.,{'lastFix': None},
127,dc28ca2,SUCCESS,8.0,[LANG-849] FastDateFormat and FastDatePrinter generates Date objects wastefully.,{'lastFix': None},
128,c88bab2,SUCCESS,9.0,[LANG-849] FastDateFormat generates Date objects wastefully.,{'lastFix': None},
129,d6eefec,SUCCESS,8.0,[LANG-845] Spelling fixes.,{'lastFix': None},
130,d5c95c0,SUCCESS,8.0,Update Commons Parent from version 26 to 27.,{'lastFix': None},
131,0bb8ecc,SUCCESS,8.0,[LANG-841] Add StringUtils API to call String.replaceAll in DOTALL a.k.a. single-line mode.,{'lastFix': None},
132,2408a5b,SUCCESS,8.0,"[LANG-844] Fix javadoc of StringUtils.center methods, thanks to John Lindwall.",{'lastFix': None},
133,f44a66f,SUCCESS,8.0,Fail if BitSet not faster overall,{'lastFix': None},
134,6c06012,SUCCESS,9.0,LANG-839 ArrayUtils removeElements methods use unnecessary HashSet Eliminate conversion of BitSet to int[],{'lastFix': None},
135,03a31c0,SUCCESS,8.0,Add test for FreeBSD,{'lastFix': None},
136,6d99192,SUCCESS,9.0,Show what we could not test,{'lastFix': None},
137,6c004a8,SUCCESS,9.0,sync with pom.xml,{'lastFix': None},
138,41a3540,SUCCESS,7.0,sync with pom.xml,{'lastFix': None},
139,17214de,SUCCESS,9.0,LANG-839 Add tests to compare extractIndices+removeAll with direct use of BitSet in new version of removeAll,{'lastFix': None},
140,52c26fe,SUCCESS,8.0,LANG-839 ArrayUtils removeElements methods use unnecessary HashSet Replace HashSet with BitSet (less memory; faster),{'lastFix': None},
141,775cac2,SUCCESS,7.0,LANG-839 ArrayUtils removeElements methods use unnecessary HashSet Add benchmark test to show whether Bitset is faster,{'lastFix': None},
142,5c218b0,SUCCESS,9.0,Check empty arrrays handled OK,{'lastFix': None},
143,46ae477,SUCCESS,9.0,"Use term ""binary"" instead of ""boolArray"" in Conversion. Improve Javadoc of class.",{'lastFix': None},
144,36256b2,FAIL,2.0,Improve and fix javadoc.,{'lastFix': None},
145,2799ebf,SUCCESS,8.0,Use better method names. Document possible ArrayIndexOutOfBoundsException and StringIndexOutOfBoundsException.,{'lastFix': None},
146,2c60f02,SUCCESS,9.0,Code clean-up for CheckStyle.,{'lastFix': None},
147,6b07090,SUCCESS,7.0,LANG-778: Add to Conversion from byte[] to UUID and UUID to byte[],{'lastFix': None},
148,e229d06,SUCCESS,9.0,Simplify expressions again.,{'lastFix': None},
149,ea180f1,SUCCESS,9.0,Document exceptions. Use IllegalArgumentException instead of assert. Throw IllegalArgumentException for empty arrays.,{'lastFix': None},
150,a516db4,SUCCESS,7.0,Use lowercase presentation for hex values as it is done in the JDK. Use JDK functionality where available.,{'lastFix': None},
151,d6f6170,SUCCESS,9.0,Add some code comments,{'lastFix': None},
152,43621d7,SUCCESS,9.0,There are only two distinct boolean values,{'lastFix': None},
153,212b859,SUCCESS,7.0,LANG-838 ArrayUtils removeElements methods clone temporary index arrays unnecessarily,{'lastFix': None},
154,7b2eb84,SUCCESS,9.0,Revert 1391258 by veto of Sebb.,{'lastFix': None},
155,946d6de,SUCCESS,9.0,Use conversion tables for boolean arrays.,{'lastFix': None},
156,0efe1c6,SUCCESS,7.0,"""import java.lang.*"" is always implicit.",{'lastFix': None},
157,ca3ab6a,SUCCESS,9.0,Document sync. strategy,{'lastFix': None},
158,9ee4788,SUCCESS,9.0,Avoid unnecessary conversions. Use StringBuilder instead of StringBuffer.,{'lastFix': None},
159,97a1f7e,SUCCESS,7.0,Implement test TODO.,{'lastFix': None},
160,4d0c6ef,SUCCESS,9.0,JUnit 3 --> JUnit 4,{'lastFix': None},
161,0eb4d5a,SUCCESS,8.0,Use JUnit4 methods where possible,{'lastFix': None},
162,373a6da,SUCCESS,8.0,Convert to JUNit4,{'lastFix': None},
163,9c3036a,SUCCESS,8.0,Javadoc,{'lastFix': None},
164,ff98209,SUCCESS,8.0,Convert Strategy to abstract class; simplifies the subclasses,{'lastFix': None},
165,fc4e904,SUCCESS,8.0,LANG-801:  Add Conversion utility to convert between data types on byte level,{'lastFix': None},
166,0574ca4,SUCCESS,8.0,Add test for StringBuilder,{'lastFix': None},
167,d1737a0,SUCCESS,7.0,Add comment,{'lastFix': None},
168,0765e3b,SUCCESS,8.0,StringBuffer => StringBuilder where being used as a local-only buffer,{'lastFix': None},
169,b0ee29d,SUCCESS,8.0,Javadoc,{'lastFix': None},
170,b1462a2,SUCCESS,8.0,Javadoc typos,{'lastFix': None},
171,734a459,SUCCESS,8.0,Explicit boxing,{'lastFix': None},
172,620195d,SUCCESS,9.0,Suppress boxing warnings for assertEquals(),{'lastFix': None},
173,79dd6a2,SUCCESS,7.0,Document some @SuppressWarning annotations,{'lastFix': None},
174,e119deb,SUCCESS,8.0,Explicit boxing,{'lastFix': None},
175,03d4267,SUCCESS,9.0,Tab police,{'lastFix': None},
176,aa3209a,SUCCESS,7.0,LANG-820 TypeUtils.normalizeUpperBounds broken? Added test to show it works OK,{'lastFix': None},
177,a4a4550,SUCCESS,9.0,"LANG-818 FastDateFormat's ""z"" pattern does not respect timezone of Calendar instances passed to format()",{'lastFix': None},
178,8d192d7,SUCCESS,8.0,LANG-815 DurationFormatUtils.formatPeriod() mis-calculation Add test case to show there is no issue,{'lastFix': None},
179,1ce7963,SUCCESS,7.0,LANG-777 jar contains velocity template of release notes Merge releases notes into standard location,{'lastFix': None},
180,32540b9,SUCCESS,9.0,Copy of Commons Parent version; generates same output,{'lastFix': None},
181,30c33a7,SUCCESS,9.0,LANG-830 FastDateParser could use \Q \E to quote regexes,{'lastFix': None},
182,197ecf5,SUCCESS,7.0,LANG-829 FastDateParser could use Calendar.getDisplayNames for all text fields Remove unnecessary KeyValue instances,{'lastFix': None},
183,29e5d1a,SUCCESS,9.0,LANG-829: FastDateParser could use Calendar.getDisplayNames for all text fields,{'lastFix': None},
184,ac657c6,SUCCESS,9.0,Add some more tests,{'lastFix': None},
185,24db3b0,SUCCESS,6.0,Add some more tests,{'lastFix': None},
186,fba4da4,SUCCESS,9.0,Show where the parsing failed,{'lastFix': None},
187,4b28bdf,SUCCESS,8.0,Don't save short eras if they are the same as the long eras,{'lastFix': None},
188,c45d5bf,SUCCESS,7.0,LANG-832 FastDateParser does not handle unterminated quotes correctly,{'lastFix': None},
189,afe5dff,SUCCESS,9.0,LANG-831 FastDateParser does not handle white-space properly,{'lastFix': None},
190,0afcd15,SUCCESS,10.0,Allow access to parsedPattern for test purposes Make ParseException text similar to that thrown by SimpleDateFormat,{'lastFix': None},
191,8c1980e,SUCCESS,7.0,Trailing spaces,{'lastFix': None},
192,b89a62f,SUCCESS,8.0,Package protection is sufficient here,{'lastFix': None},
193,72a4993,SUCCESS,8.0,Wrong class name; make line stand out better,{'lastFix': None},
194,209d8f1,SUCCESS,6.0,LANG-828 FastDateParser does not handle non-Gregorian calendars properly Use Calendar#getDisplayNames() instead of DateFormatSymbols#getEras(),{'lastFix': None},
195,bf0080b,SUCCESS,8.0,LANG-828 FastDateParser does not handle non-Gregorian calendars properly Fix bug in Java 7 (Locale.toString() format has changed),{'lastFix': None},
196,843c5cb,SUCCESS,8.0,Extract constant Label output with test case name,{'lastFix': None},
197,b04b8fe,SUCCESS,7.0,Label output with test case name,{'lastFix': None},
198,29a149c,SUCCESS,9.0,Remove unused field,{'lastFix': None},
199,081ed4a,SUCCESS,9.0,Unused imports,{'lastFix': None},
200,c0661e1,SUCCESS,7.0,One reason why the ja_JP_JP and th_TH_* locales don't work,{'lastFix': None},
201,19b86ba,SUCCESS,8.0,LANG-828 FastDateParser does not handle non-Gregorian calendars properly,{'lastFix': None},
202,22f04e2,SUCCESS,8.0,getInstance() (Java 1.6) supports more locales,{'lastFix': None},
203,2835bfb,FAIL,4.0,Fix testParses() so it works for non-GMT timezones: the format must include hours to allow for GMT-offsets,{'lastFix': None},
204,2ca7cfb,SUCCESS,8.0,Grammar,{'lastFix': None},
205,baec8dc,SUCCESS,9.0,Document why tests seem to fail,{'lastFix': None},
206,711421b,SUCCESS,7.0,LANG-826 FastDateParser does not handle non-ASCII digits correctly,{'lastFix': None},
207,7ced186,SUCCESS,9.0,Make immutable private variable final,{'lastFix': None},
208,d57e725,SUCCESS,9.0,"More tests; era seems to cause issues, so check this separately",{'lastFix': None},
209,ecd97d7,SUCCESS,7.0,Split test into 4 so each failure can be detected,{'lastFix': None},
210,d1a5532,SUCCESS,8.0,LANG-799 - DateUtils#parseDate uses default locale; add Locale support Remove inappropriate test - we don't use localized formats,{'lastFix': None},
211,daf77e8,SUCCESS,9.0,"[LANG-825] Create StrBuilder APIs similar to String.format(String, Object...)",{'lastFix': None},
212,1743bf9,SUCCESS,7.0,LANG-799 - DateUtils#parseDate uses default locale; add Locale support Show current default locale,{'lastFix': None},
213,e2b1b90,SUCCESS,9.0,"LANG-799 - DateUtils#parseDate uses default locale; add Locale support Parse German date with English Locale, specifying German Locale override",{'lastFix': None},
214,7279508,SUCCESS,9.0,LANG-799 - DateUtils#parseDate uses default locale; add Locale support Remove unnecessary test,{'lastFix': None},
215,4cbe5c3,SUCCESS,7.0,LANG-799 - DateUtils#parseDate uses default locale; add Locale support,{'lastFix': None},
216,d0c4b3b,SUCCESS,9.0,LANG-799 Add tests to show ParseException when default Locale is wrong Add Strictly tests for valid strings,{'lastFix': None},
217,7ac6d98,SUCCESS,8.0,LANG-799 Add tests to show ParseException when default Locale is wrong,{'lastFix': None},
218,622b818,SUCCESS,7.0,JUnit4 allows use of expected exceptions,{'lastFix': None},
219,3fc5a9e,SUCCESS,8.0,Override of sync. method needs to be sync.,{'lastFix': None},
220,61f8ef0,SUCCESS,8.0,Fix hashCode() - t is not part of equals() check,{'lastFix': None},
221,daa8fb8,SUCCESS,7.0,Implement missing hashCode() methods,{'lastFix': None},
222,b5c34f6,SUCCESS,9.0,Javadoc,{'lastFix': None},
223,f96db80,SUCCESS,7.0,Suppress deprecation warnings,{'lastFix': None},
224,01ca008,SUCCESS,8.0,Explicit conversion to Integer; save the value for use later,{'lastFix': None},
225,a00d1ff,SUCCESS,9.0,Document intentional drop-thru,{'lastFix': None},
226,73c2ddb,SUCCESS,7.0,Simplify boolean tests and avoid boxing,{'lastFix': None},
227,37a040a,SUCCESS,8.0,Simplify boolean tests and avoid boxing,{'lastFix': None},
228,1933cbb,SUCCESS,8.0,Simplify boolean tests and avoid boxing,{'lastFix': None},
229,05f6751,SUCCESS,8.0,"Now we are using JUnit4, can use expected=throwable.class for simple failure checks Note: not suitable for cases where an earlier statement can generate the same exception.",{'lastFix': None},
230,d41cc3d,SUCCESS,8.0,[LANG-824] Conversion of 3.x JUnit tests to 4.x; thanks to Duncan Jones,{'lastFix': None},
231,366bada,SUCCESS,8.0,"LANG-810 StringUtils.join() endIndex, bugged for loop",{'lastFix': None},
232,2397e5b,SUCCESS,8.0,LANG-747 NumberUtils does not handle Long Hex numbers,{'lastFix': None},
233,9cddfd2,SUCCESS,8.0,Add some more BigDecimal tests,{'lastFix': None},
234,0666f83,SUCCESS,9.0,javadoc,{'lastFix': None},
235,b0b0f27,SUCCESS,7.0,Unnecessary ;,{'lastFix': None},
236,f978978,SUCCESS,9.0,Exceptions not thrown,{'lastFix': None},
237,9de6051,SUCCESS,9.0,Unnecessary SuppressWarnings,{'lastFix': None},
238,618eb08,SUCCESS,6.0,Unnecessary casts,{'lastFix': None},
239,56b38ac,SUCCESS,9.0,Update Javadoc,{'lastFix': None},
240,f605dc7,SUCCESS,9.0,Add tests for leading signs,{'lastFix': None},
241,a0f49f6,SUCCESS,7.0,[LANG-817] Add org.apache.commons.lang3.SystemUtils.IS_OS_WINDOWS_8.,{'lastFix': None},
242,696201a,SUCCESS,9.0,- Update commons-io for tests to 2.4 from 2.2. - Update findbugs-maven-plugin to 2.5.2 from 2.4. - Update clirr-maven-plugin to 2.4 from 2.3.,{'lastFix': None},
243,cef61c6,SUCCESS,9.0,Update to Commons-Parent 26.,{'lastFix': None},
244,c05f72f,SUCCESS,6.0,"LANG-816 - followup incorporating ggregory's doc suggestion, some doc fixes, addition of CONST_BYTE() and CONST_SHORT(), and Junit improvements to test doc examples and make sure CONST_BYTE() and CONST_SHORT() throw IllegalArgumentException as required.",{'lastFix': None},
245,acd0f3e,SUCCESS,8.0,[LANG-816] introduce CONST() methods to prevent Javac from inlining constants,{'lastFix': None},
246,50e921e,SUCCESS,8.0,"[LANG-814] ConstructorUtils.invoke*(*, Object... args) variants cannot handle null values",{'lastFix': None},
247,2cb5cea,SUCCESS,8.0,"[LANG-814] MethodUtils.invoke*(*, Object... args) variants cannot handle null values",{'lastFix': None},
248,05f6fcc,SUCCESS,8.0,LANG-813 StringUtils.equalsIgnoreCase doesn't check string reference equality Also check lengths.,{'lastFix': None},
249,d39af69,SUCCESS,7.0,[LANG-812] Permit bitvector generation for Enums with > 64 values; plus some test corrections,{'lastFix': None},
250,9c58c60,SUCCESS,7.0,[LANG-753] Document v3.x changes to Validate API,{'lastFix': None},
251,c821faf,SUCCESS,10.0,LANG-807 RandomStringUtils throws confusing IAE when end <= start,{'lastFix': None},
252,c9d786a,SUCCESS,8.0,"LANG-805 RandomStringUtils.random(count, 0, 0, false, false, universe, random) always throws java.lang.ArrayIndexOutOfBoundsException",{'lastFix': None},
253,9351ed9,SUCCESS,8.0,Simplify test case,{'lastFix': None},
254,d6cc198,SUCCESS,8.0,Simplify tests by using @Test(expected),{'lastFix': None},
255,43354a7,SUCCESS,9.0,Easier to find entries in the Eclipse outline view if the id is placed first,{'lastFix': None},
256,0151872,SUCCESS,7.0,LANG-802 - LocaleUtils - unnecessary recursive call in SyncAvoid class,{'lastFix': None},
257,be8bdb0,SUCCESS,9.0,Update to CP25; use default changes config from CP,{'lastFix': None},
258,a08ef67,SUCCESS,8.0,LANG-511 Make private immutable fields final,{'lastFix': None},
259,315557f,SUCCESS,8.0,[LANG-798] Use generics in SerializationUtils.,{'lastFix': None},
260,4cb6f04,SUCCESS,9.0,Convert to JUnit 4.,{'lastFix': None},
261,e61b459,SUCCESS,8.0,[LANG-800] Javadoc bug in DateUtils#ceiling for Calendar and Object versions.,{'lastFix': None},
262,6b2e65f,SUCCESS,7.0,Use the active voice in Javadoc comments for the first sentence.,{'lastFix': None},
263,c439424,SUCCESS,8.0,Fix Javadoc typos.,{'lastFix': None},
264,d43c4da,SUCCESS,8.0,Add comments for [LANG-798] Use generics in SerializationUtils.,{'lastFix': None},
265,5ec314f,SUCCESS,9.0,Add comments for [LANG-798] Use generics in SerializationUtils.,{'lastFix': None},
266,d675677,SUCCESS,8.0,Remove incomplete Javadoc tags.,{'lastFix': None},
267,7e1cfa9,SUCCESS,7.0,Interface members are implicitly public.,{'lastFix': None},
268,8ae98d8,SUCCESS,9.0,Use @see tag.,{'lastFix': None},
