id,commit,build,exec_time,comment,fix,lastFix
55,67778ce,SUCCESS,24,Better thread-safety in ISODateTimeFormat,{'lastFix': None},
56,c384c38,SUCCESS,24,Add LocalDateTime.toDate(TimeZone),{'lastFix': None},
57,a8d5d13,SUCCESS,24,Merge branch 'master' of https://github.com/codematters/joda-time into codematters-master,{'lastFix': None},
58,1516bad,SUCCESS,25,Maximum size for pattern cache,{'lastFix': None},
59,50e7b44,SUCCESS,24,Merge branch 'mjunginger-patch-1',{'lastFix': None},
60,4152873,SUCCESS,24,Update DateTimeFormat.java,{'lastFix': None},
61,0923116,SUCCESS,24,Reduce synchronization in LocalDateTime.toDate(),{'lastFix': None},
62,1adb1e6,SUCCESS,24,Fix DateTimeFormatter.parseInto() where it obtains the default year,{'lastFix': None},
63,6bf5bba,SUCCESS,24,Define equals/hashcode in Chronology,{'lastFix': None},
64,afb454f,SUCCESS,30,Define equals/hashcode in Chronology,{'lastFix': None},
65,95b8201,SUCCESS,29,Add @since tag,{'lastFix': None},
66,0f274a6,SUCCESS,25,Fix chronology cache synchronization,{'lastFix': None},
67,fe915d2,SUCCESS,24,Complete deprecation of DateMidnight,{'lastFix': None},
68,76e4cfd,SUCCESS,30,Merge branch 'deprecate-datemidnight' of https://github.com/oby1/joda-time into oby1-deprecate-datemidnight,{'lastFix': None},
69,35bff3d,SUCCESS,24,Fix test case,{'lastFix': None},
70,67e22f8,SUCCESS,25,Suppress deprecation warnings,{'lastFix': None},
71,28bfc41,SUCCESS,24,Update to time-zone data 2013d,{'lastFix': None},
72,362ed17,SUCCESS,24,Fix to allow offsets from -00:01 to -00:59,{'lastFix': None},
73,96f586c,SUCCESS,24,Ensure there is a max/min valid offset in DateTimeZone,{'lastFix': None},
74,54edec0,SUCCESS,24,Deprecate DateMidnight,{'lastFix': None},
75,08a3a0b,SUCCESS,24,Merge pull request #38 from mebigfatguy/master,{'lastFix': None},
76,6fc068c,SUCCESS,30,fix javadoc @links,{'lastFix': None},
77,0cd0cca,SUCCESS,24,Investigate Period calculation at end of month,{'lastFix': None},
78,3a413d7,SUCCESS,24,Days.daysBetween fails for MonthDay,{'lastFix': None},
79,efce991,SUCCESS,29,Update pom with pull request author,{'lastFix': None},
80,ea9789a,SUCCESS,24,Merge pull request #29 from celkins/fix-javadoc-typo,{'lastFix': None},
81,f89ae6a,SUCCESS,30,Fix invalid ISO 8601 duration syntax in javadoc example,{'lastFix': None},
82,7fe4b47,SUCCESS,24,Fix short time-zone name parsing to match the longest name,{'lastFix': None},
83,6be086e,SUCCESS,30,Fix pom,{'lastFix': None},
84,7a5dc1e,SUCCESS,24,Update to time-zone data 2013c,{'lastFix': None},
85,c36c7cb,SUCCESS,24,Enable travisci,{'lastFix': None},
86,43375f4,SUCCESS,24,Add method to compare intervals ignoring the chronology,{'lastFix': None},
87,a77691d,SUCCESS,24,Update to consistent JDK reference across Joda projects,{'lastFix': None},
88,02d0262,SUCCESS,24,Update to time-zone data 2013b,{'lastFix': None},
89,57eb4cb,SUCCESS,25,Fix ZoneInfoCompiler and DateTimeZoneBuilder multi-threading,{'lastFix': None},
90,6d51047,SUCCESS,30,Bump version,{'lastFix': None},
91,3cfbe97,SUCCESS,30,Update pom.xml,{'lastFix': None},
92,799d722,SUCCESS,24,Merge pull request #12 from plumpy/master,{'lastFix': None},
93,cd40f81,SUCCESS,25,two tiny javadoc corrections,{'lastFix': None},
94,7c95794,SUCCESS,30,Fix link,{'lastFix': None},
95,456e64b,SUCCESS,25,Direct users to GitHub issues,{'lastFix': None},
96,639c965,SUCCESS,29,Remove tasks page,{'lastFix': None},
97,3614019,SUCCESS,24,Enhance pom,{'lastFix': None},
98,4b9e231,SUCCESS,23,Only one Javadoc link,{'lastFix': None},
99,a3cf2fc,SUCCESS,22,Remove old images,{'lastFix': None},
100,f924b43,SUCCESS,22,Prepare for v2.2,{'lastFix': None},
101,bddc55c,SUCCESS,23,Clearer release notes,{'lastFix': None},
102,db34c4a,SUCCESS,23,Fix typos,{'lastFix': None},
103,c4328d9,SUCCESS,23,Update to time-zone data 2013a,{'lastFix': None},
104,979e9b4,SUCCESS,28,Add recent contributors,{'lastFix': None},
105,c8dd135,SUCCESS,24,Fix patch and update project files (Duration string parsing),{'lastFix': None},
106,4e5eb26,SUCCESS,23,Merge pull request #10 from mkneissl/master,{'lastFix': None},
107,b99b715,SUCCESS,23,Fix Duration conversion from String for negative millisecond durations.,{'lastFix': None},
108,da86724,SUCCESS,23,Fix LocalTime Javadoc,{'lastFix': None},
109,cb28cb5,SUCCESS,23,Javadoc fix to Years [169],{'lastFix': None},
110,da82913,SUCCESS,23,Document and test constructor behavior,{'lastFix': None},
111,4e511f5,SUCCESS,23,Fix withMaximumValue()/withMinimumValue() to handle DST gap,{'lastFix': None},
112,2fcc704,SUCCESS,23,Add IllegalInstantException,{'lastFix': None},
113,7a847c2,SUCCESS,24,Remove ant build,{'lastFix': None},
114,14221a4,SUCCESS,23,Change maven build to use exec-maven-plugin,{'lastFix': None},
115,e329ecf,SUCCESS,24,Delete TODO file,{'lastFix': None},
116,2e56495,SUCCESS,24,Update to time-zone data 2012j,{'lastFix': None},
117,263d442,SUCCESS,24,Accept pull request,{'lastFix': None},
118,7e08f74,SUCCESS,24,Merge remote-tracking branch 'hajimes/period_ja',{'lastFix': None},
119,6d56b7e,SUCCESS,24,Add Japanese translation of word-based periods,{'lastFix': None},
120,101995f,SUCCESS,24,Javadoc clarify on formatter builder,{'lastFix': None},
121,8ffa0cd,SUCCESS,29,Fix calculation of month length when day-of-month specified is less than 1,{'lastFix': None},
122,77a6b3a,SUCCESS,24,Fix fromCalendarFields()/fromDateFields() to handle era BC correctly,{'lastFix': None},
123,f2f9c81,SUCCESS,24,Maven pom tweaks,{'lastFix': None},
124,5cdb206,SUCCESS,24,Merge pull request #7 from dancojocar/patch-1,{'lastFix': None},
125,e9f90a1,SUCCESS,24,Fix typo,{'lastFix': None},
126,bb661e1,SUCCESS,24,Fix to handle cross-time-zone issues properly rather than always using UTC [163],{'lastFix': None},
127,cd24d5c,SUCCESS,24,Fix to handle cross-time-zone issues properly rather than always using UTC,{'lastFix': None},
128,136667c,SUCCESS,24,Add Danish translation of word-based periods,{'lastFix': None},
129,6d3a272,SUCCESS,25,Fix tests to match changes Spanish resource file,{'lastFix': None},
130,fd88604,SUCCESS,29,Corrected accent on i in Spanish 'dias',{'lastFix': None},
131,a9f1ae9,SUCCESS,25,Fix to avoid exception for times before 1970 with non-zero milli-of-second,{'lastFix': None},
132,5d0f10b,SUCCESS,24,Add test case to investigate issue,{'lastFix': None},
133,5d08a1c,SUCCESS,26,Fix period formatter to correctly output values negative milliseconds [3564249],{'lastFix': None},
134,6a1b24c,SUCCESS,24,Add methods to calculate Julian Day,{'lastFix': None},
135,bce8df7,SUCCESS,25,Better installation docs,{'lastFix': None},
136,14863a5,SUCCESS,25,Parsing of US short time-zone names,{'lastFix': None},
137,46b817a,SUCCESS,30,Fix formatter cannot print/parse code,{'lastFix': None},
138,06fffaf,SUCCESS,29,Ignore Eclipse files,{'lastFix': None},
139,2091e71,SUCCESS,25,Add P2 update site,{'lastFix': None},
140,fdb2ef4,SUCCESS,24,Merge pull request #4 from jlavallee/patch-1,{'lastFix': None},
141,24ad2dd,SUCCESS,25,Clarify values passed into constructors,{'lastFix': None},
142,fecee76,SUCCESS,24,Fix typo in Jollyday description,{'lastFix': None},
143,66c4a1c,SUCCESS,24,Change some StringBuffer uses to StringBuilder [3532330],{'lastFix': None},
144,2ea8563,SUCCESS,29,Fix MonthDay add/subtract around Feb29 [3528941],{'lastFix': None},
145,cc3262f,SUCCESS,25,Harden TestReadableDurationConverter test case [3515086],{'lastFix': None},
146,0cefc4c,SUCCESS,25,"FieldUtils.safeMultiply(long,int) [3520651]",{'lastFix': None},
147,383354a,SUCCESS,24,Update time-zone data to 2012c,{'lastFix': None},
148,706513d,SUCCESS,30,Fix DateTimeFormatter.parseInto() [3522138],{'lastFix': None},
149,dba7c37,SUCCESS,30,Add better null comment [3513326],{'lastFix': None},
150,67178f0,SUCCESS,24,Prepare for v2.1,{'lastFix': None},
151,0993b37,SUCCESS,27,Checkstyle,{'lastFix': None},
152,aa13a78,SUCCESS,36,Fix cut and paste in docs,{'lastFix': None},
153,90ed89d,SUCCESS,26,Fixup ant script,{'lastFix': None},
154,48e7bb7,SUCCESS,32,Update Joda-Convert dependency,{'lastFix': None},
155,b8f80df,SUCCESS,27,Add Scala notes,{'lastFix': None},
156,2c7cc09,SUCCESS,31,Update to time-zone 2011n,{'lastFix': None},
157,1cea361,SUCCESS,32,Add to git ignore,{'lastFix': None},
158,3ea371a,SUCCESS,26,Add since tags,{'lastFix': None},
159,790a3a2,SUCCESS,26,Fix validation in BasicChronology.getDateTimeMillis,{'lastFix': None},
160,714c53e,SUCCESS,27,Fix multiplication of Long.MIN_VALUE by -1 in safeMultiply(),{'lastFix': None},
161,44b5d6c,SUCCESS,26,Add Period.multipliedBy(int) and Period.negated(),{'lastFix': None},
162,12fce67,SUCCESS,32,Use getID() when parsing JDK TimeZone,{'lastFix': None},
163,a8913f5,SUCCESS,26,Fix time zone later/earlier offset methods in Western hemisphere [3476684],{'lastFix': None},
164,cdeacf0,SUCCESS,26,Fix multi-lingual period format for using English from another language default [3471414],{'lastFix': None},
165,5d8a77e,SUCCESS,31,Tweaks to cached time-zone to try and avoid a NPE [3470276],{'lastFix': None},
166,d634d38,SUCCESS,32,Add FAQ on wrong time-zone offsets,{'lastFix': None},
167,3bca798,SUCCESS,32,Fix references to removed methods in user guide,{'lastFix': None},
168,7a4800c,SUCCESS,31,Enhance plus/minus javadoc [3469522],{'lastFix': None},
169,1803610,SUCCESS,26,Add to gitignore,{'lastFix': None},
170,d2ec203,SUCCESS,36,Enhance readResolve() from LocalDate/LocalTime/LocalDateTime [3461008],{'lastFix': None},
171,d6791cb,SUCCESS,38,Fix PeriodType caching,{'lastFix': None},
172,7b5032a,SUCCESS,27,Better hash code distribution,{'lastFix': None},
173,b609d7d,SUCCESS,26,Fix GJChronology to allow some leap year dates in JulianChronology to be created [3446915],{'lastFix': None},
174,e16eb72,SUCCESS,31,Make hash code deterministic,{'lastFix': None},
175,5a4fb36,SUCCESS,26,"Fix broken hyperlink, notified by ""Gent, R.H. van (Rob)""",{'lastFix': None},
176,82c5e4f,SUCCESS,26,Ambiguous date-time when in zone with offset of 00:00 [3424669],{'lastFix': None},
177,a92450e,SUCCESS,26,Fix zone id parsing for ids like America/Dawson_Creek [3427389],{'lastFix': None},
178,17a60c9,SUCCESS,31,Add note about JAXB to related projects,{'lastFix': None},
179,7b145b0,SUCCESS,26,Update FAQ,{'lastFix': None},
180,f52ae28,SUCCESS,26,Add time-zone offset to Interval string [https://github.com/JodaOrg/joda-time/pull/2],{'lastFix': None},
181,e2d472b,SUCCESS,36,"Format the endpoints of an interval in toString using ISODateTimeFormat.dateTime(), to not lose the timezone",{'lastFix': None},
182,5a59a1f,SUCCESS,27,Make tests pass using non-English default locale,{'lastFix': None},
183,7bdb324,SUCCESS,26,Javadoc fix to MutablePeriod [3413869],{'lastFix': None},
184,0973b46,SUCCESS,31,Fix time-zone names in non-English locales on JDK1.6 [3412910],{'lastFix': None},
185,c5a5190,SUCCESS,26,Remove broken test class,{'lastFix': None},
186,49558a5,SUCCESS,27,Work around maven bug that puts duplicate files in source jar,{'lastFix': None},
187,5d127a3,SUCCESS,26,Fix release date,{'lastFix': None},
188,1ec3c2f,SUCCESS,26,Support parsing of date-time zone names like BST or British Summer Time,{'lastFix': None},
189,3ea6267,SUCCESS,26,Add deprcated annotation,{'lastFix': None},
190,0700250,SUCCESS,26,Comment out pmd to avoid Out Of Memory issues,{'lastFix': None},
191,aa17c53,SUCCESS,26,Work around maven bug that puts duplicate files in source jar,{'lastFix': None},
192,f64399f,SUCCESS,36,Time zone database 2011h,{'lastFix': None},
193,fc896e3,SUCCESS,31,Prepare for v2.0,{'lastFix': None},
194,2c5adef,SUCCESS,26,Add static now() methods to major classes,{'lastFix': None},
195,d88831b,SUCCESS,26,Minor tweaks to code from Dave Brosius,{'lastFix': None},
196,4d3256d,SUCCESS,26,Merge commit '6b1b998c82879495a0587fc0559314e9605061bc',{'lastFix': None},
197,80486e8,SUCCESS,26,Support parsing of date-time zone names like BST or British Summer Time,{'lastFix': None},
198,53eadfb,SUCCESS,32,Support parsing of date-time zone IDs like Europe/London,{'lastFix': None},
199,6b1b998,SUCCESS,31,make sure streams get closed when exception occurs,{'lastFix': None},
200,ae45195,SUCCESS,32,add equals/hashCode methods for classes that implements compareTo,{'lastFix': None},
201,56ce9ba,SUCCESS,26,use the Integer cache where possible,{'lastFix': None},
202,9d991bc,SUCCESS,26,use the Integer cache where possible,{'lastFix': None},
203,d6f06ab,SUCCESS,31,push code down to inner block where it's actually used,{'lastFix': None},
204,c932276,SUCCESS,26,npe guard,{'lastFix': None},
205,05df0f4,SUCCESS,31,Make compile on Java 5 rather than Java 6,{'lastFix': None},
206,67f1a30,SUCCESS,32,Rework fix to ensure immutable classes by using volatile instance variables,{'lastFix': None},
207,47da336,SUCCESS,31,Prepare for v2.0-RC1,{'lastFix': None},
208,2bad178,SUCCESS,25,Time-zone DB 2011g,{'lastFix': None},
209,067983f,SUCCESS,30,Ensure immutable classes by using final instance variables,{'lastFix': None},
210,b55a47f,SUCCESS,26,Test serialization of Duration,{'lastFix': None},
211,72ec854,SUCCESS,26,Add more documentation about not parsing 24:00,{'lastFix': None},
212,9f24508,SUCCESS,26,Readme,{'lastFix': None},
213,e6cd9ba,SUCCESS,26,Rely on interface rather than redeclaration when adding Comparable to ReadablePartial interface for better backwards compatibility,{'lastFix': None},
214,6440433,SUCCESS,26,Add Comparable to ReadablePartial interface,{'lastFix': None},
215,f67b62a,SUCCESS,32,Clarify Javadoc around week-of-weekyear,{'lastFix': None},
216,8dc3964,SUCCESS,31,Add DateTime.withTimeAtStartOfDay() [3304757],{'lastFix': None},
217,2414524,SUCCESS,31,Setup standard Eclipse environment and git ignores,{'lastFix': None},
218,88d917b,SUCCESS,36,Mark current version as a snapshot,{'lastFix': None},
219,90c44c4,SUCCESS,27,Update following move to GitHub,{'lastFix': None},
220,67e4663,SUCCESS,26,Add basic readme,{'lastFix': None},
221,27fde77,SUCCESS,37,Add basic Eclipse files,{'lastFix': None},
222,0f54d32,SUCCESS,26,Add gitignore,{'lastFix': None},
223,df4a82f,SUCCESS,27,Remove JodaTime folder moving files to top level,{'lastFix': None},
224,72b2265,SUCCESS,31,Remove Joda-Time contrib folder - active projects now independent at GitHub,{'lastFix': None},
225,3ec46ad,SUCCESS,32,"Move to Hibernate 3.6, with flexible Joda-Time and Hibernate versioning (provided dependencies)",{'lastFix': None},
226,149da40,SUCCESS,26,Extra tests to ensure constructor behaviour at overlap,{'lastFix': None},
227,b8ce739,SUCCESS,27,Clarify Javadoc re Julian Gregorian cutover,{'lastFix': None},
228,57c8aaf,SUCCESS,31,"Duraton.toPeriod(), new Period(long), new MutablePeriod(long) [3264409] Fixed to obey Javadoc. Previously, they didn't obey the Javadoc if the default time-zone had no daylight savings.",{'lastFix': None},
229,14dedcb,SUCCESS,26,"DateTimeZone.forTimeZone [3216471] Time-zone ID ""MET"" from java.util.TimeZone is now mapped correctly. Other time-zone conversions have been updated appropriately",{'lastFix': None},
230,bfd37a8,SUCCESS,32,Javadoc withMaximumValue/withMinimumValue,{'lastFix': None},
231,58620f6,SUCCESS,26,Add DateTime.withEarlierOffsetAtOverlap() .withLaterOffsetAtOverlap() [3192457] Allow fine grained control of the offset during a DST overlap reported by Hood Wilson Gusso Silva,{'lastFix': None},
232,d50efdf,SUCCESS,27,"Conversion from parsed values to a date-time handles weird sets of fields better [3161586] This change is mostly for combinations like weekyear-month-week The new code doesn't handle all combinations perfectly, but its better than it was",{'lastFix': None},
233,c3bec2c,SUCCESS,31,"Remove OSGi BundleExecutionEnvironment [3175068,3175612]",{'lastFix': None},
234,5bb92d1,SUCCESS,26,DateTimeZone.getMillisKeepLocal The behaviour now retains the offset when changing zones where possible This affects DateTime.withZoneRetainFields and MutableDateTime.setZoneRetainFields,{'lastFix': None},
235,bbbbbbf,SUCCESS,32,Standard DateTimeFieldType hashCode and equals for stability across serialization,{'lastFix': None},
236,83c4142,SUCCESS,26,Fix ant build to handle joda-convert,{'lastFix': None},
237,65727d7,SUCCESS,27,"Handle broken serialization in other tools [3117678] Some tools can't handle the joda-time stub serialization, kludge a fix for them Also add final to some variables",{'lastFix': None},
238,1194c69,SUCCESS,31,Fix ant file now joda-convert needed for compilation,{'lastFix': None},
239,301d885,SUCCESS,26,Test period calculation during overlap,{'lastFix': None},
240,bb9410f,SUCCESS,26,Test LocalDate Buddhist serialisation,{'lastFix': None},
241,856d11f,SUCCESS,26,Test serialization of Local* classes,{'lastFix': None},
242,552be4b,SUCCESS,26,"DateTimeZone.getOffsetFromLocal [2952991] The behaviour during DST overlaps is now defined to always return the earlier instant which is normally known as daylight or summer time. Previously, the result varied by hemisphere. This affects the constructor of DateTime and other methods",{'lastFix': None},
243,c7a581e,SUCCESS,26,"DateTimeZone.convertLocalToUTC [bugs 3102760,2182444,2553453] New method now retains the offset wherever possible during calculations This affects higher methods like withHourOfDay/withMinuteOfHour/withSecondOfMinute/withMillisOfSecond which now do not change offset when called within a DST overlap",{'lastFix': None},
244,218a7fe,SUCCESS,26,Add FromString and ToString to DateTimeZone,{'lastFix': None},
245,ddcbe0e,SUCCESS,26,Upgrade to joda-convert 1.1 Move toolchain to profile,{'lastFix': None},
246,bf31353,FAIL,3,Add JodaConvert @FromString and @ToSTring,{'lastFix': None},
247,843d7b8,FAIL,4,Parse month-day in year 2000 instead of 1970 to parse Feb 29,{'lastFix': None},
248,e122575,FAIL,3,Add static parse methods to period/duration/interval classes,{'lastFix': None},
249,91e4b34,FAIL,3,Add static parse methods to date-time classes,{'lastFix': None},
250,8672850,FAIL,3,MonthDay and YearMonth should have stricter default parsing,{'lastFix': None},
251,73cf859,FAIL,3,Javadoc,{'lastFix': None},
252,91aaddb,FAIL,3,Prepare for v2.0,{'lastFix': None},
253,eb80d4d,FAIL,3,Prepare for v2.0,{'lastFix': None},
254,0ed6d15,FAIL,4,Extra test for deserialization,{'lastFix': None},
255,4a2f8d2,FAIL,3,Timezone data 2010o,{'lastFix': None},
256,f35cde2,FAIL,3,Javadoc fix in PeriodFormatterBuilder [3100939],{'lastFix': None},
257,e0559c5,FAIL,3,Period formatter builder append(PeriodFormatter) did not handle some case [2495455] test from Bjoern Ricks,{'lastFix': None},
258,d090b64,FAIL,4,Better Javadoc of DateTimeZone.default behaviour,{'lastFix': None},
259,a7416aa,FAIL,3,DateTimeZone.forID(String) now case-sensitive Use ConcurrentHashMap instead of synchronized,{'lastFix': None},
260,a7ab046,FAIL,3,Don't generate broken source links [3073905],{'lastFix': None},
261,f52ef7e,FAIL,3,Duration.toString Fixed to work correctly for negative values,{'lastFix': None},
262,b835259,FAIL,4,Document algorithm for default time-zone,{'lastFix': None},
263,1cce276,FAIL,3,Use latest junit,{'lastFix': None},
264,df5d164,FAIL,3,"Fix DateTimeZone.getDefault [3048468,3056104] Handle missing user.timezone system property on Android that resulted in stack overflow investigated by/patch suggeted by Matias Brunstein Macri",{'lastFix': None},
265,43e7029,FAIL,4,Fix maven tests to work in German locale patch from Ansgar Konermann,{'lastFix': None},
266,06067d3,FAIL,3,Add Joda-Convert,{'lastFix': None},
267,b436336,FAIL,3,Avoid lots of deprecation messages,{'lastFix': None},
268,ed78081,FAIL,3,Include build.xml in src distribution,{'lastFix': None},
269,6895dca,FAIL,4,Include PeriodFormat properties in jar file; Enhance generation of time zone files,{'lastFix': None},
270,01ed04f,FAIL,3,Reduce logging from ZoneInfoCompiler by adding a verbose flag,{'lastFix': None},
271,af371a8,FAIL,3,Javadoc fixes,{'lastFix': None},
272,0d15017,FAIL,3,Update time zone data to 2010l,{'lastFix': None},
273,94bdce1,FAIL,4,Add JSR-310 note,{'lastFix': None},
274,3cfb67b,FAIL,3,Supress warnings from JDK Date class,{'lastFix': None},
275,16834a4,FAIL,3,Reinstate LocalDate deprecated methods as the binary incompatibility isn't worth the hassle,{'lastFix': None},
276,1129d94,FAIL,3,Fix generics implementation to retain binary compatibility,{'lastFix': None},
277,0109c43,FAIL,4,Add multi-language word-based period formatting [1252708] based on idea and code from Ricardo Trindade,{'lastFix': None},
278,261d08e,FAIL,3,Add Jollyday,{'lastFix': None},
279,365fdb1,FAIL,3,Update time zone to 2010k,{'lastFix': None},
280,5938311,FAIL,3,Minor fixes,{'lastFix': None},
281,103b3d3,FAIL,3,Fix whitespace,{'lastFix': None},
282,d8649e0,FAIL,4,Convert to Maven 2,{'lastFix': None},
283,304f89c,FAIL,3,Pickup changes from building 1.6.1,{'lastFix': None},
284,d22dc4c,FAIL,3,Convert to Maven 2,{'lastFix': None},
285,5a174fc,FAIL,3,Remove email addresses,{'lastFix': None},
286,8e0c77b,FAIL,4,Convert to Maven 2,{'lastFix': None},
287,83f1a74,FAIL,3,Convert to maven 2,{'lastFix': None},
288,0e1c060,FAIL,3,Convert to Maven 2,{'lastFix': None},
289,a62f8f4,FAIL,3,Convert to maven 2,{'lastFix': None},
290,e57d57d,FAIL,3,Convert to Maven 2,{'lastFix': None},
291,53feb3f,FAIL,3,Convert to maven 2,{'lastFix': None},
292,7fa2cea,FAIL,3,Convert to Maven 2,{'lastFix': None},
293,3af7719,FAIL,4,Convert to Maven 2,{'lastFix': None},
294,44efdb2,FAIL,3,Convert to Maven 2,{'lastFix': None},
295,d358df1,FAIL,3,Convert to Maven 2,{'lastFix': None},
296,39562dc,FAIL,3,Convert to Maven 2,{'lastFix': None},
297,0f951f3,FAIL,3,Fixes ported from working on v1.6.1,{'lastFix': None},
298,8053752,FAIL,2,Update TODO,{'lastFix': None},
299,a625a75,FAIL,3,Avoid backwards incompatibilty by sacrificing Javadoc,{'lastFix': None},
300,633dba4,FAIL,2,Add includeantruntime to build.xml,{'lastFix': None},
301,1c721be,FAIL,3,Fix time zone compiler to handle 24:00 [2804258],{'lastFix': None},
302,c5d170d,FAIL,2,Update time zone data to 2010i,{'lastFix': None},
303,0557487,FAIL,2,Add since tags,{'lastFix': None},
304,9c2e92b,FAIL,2,DateTimeFormatter convenience methods taking an Appendable [2607923],{'lastFix': None},
305,d76051f,FAIL,2,DateTimeUtils shared static variable now volatile [2986043],{'lastFix': None},
306,32b0bb4,FAIL,3,Update to new sourceforge URLs,{'lastFix': None},
307,968d01d,FAIL,2,Update to JDK 1.5,{'lastFix': None},
308,92cd4e1,FAIL,3,Update to JDK 1.5,{'lastFix': None},
309,3d755f3,FAIL,2,Add the maven assemblies (bin and src),{'lastFix': None},
