id,commit,build,exec_time,comment,fix
68,baeb3a757,FAIL,0,Adds cross classloader serialization possible with ByteBuddy,{}
69,6024b2ede,FAIL,0,Removes custom instantiator of ByteBuddyMockMaker as now using Mockito Instantiator,{}
70,7616cd17d,FAIL,1,Adds support for issue #92 with ByteBuddy,{}
71,98610b68e,FAIL,0,Alters serialization marker to include the mockmaker engine,{}
72,f65417aa3,FAIL,1,Fixes osgi binding for bytebuddy,{}
73,7b170431e,FAIL,0,disable tests if some conditions are not met (details below),{}
74,6037ce651,FAIL,1,Refactors the classcache to be more readable + some renaming job,{}
75,9f450df9a,FAIL,0,Introduces a proper classcache,{}
76,f7a8e7666,FAIL,1,Renames a few things in hte ByteBuddyMockMaker,{}
77,2b2b2041e,FAIL,0,Reports when objenesis is not on the classpath,{}
78,f1a866880,FAIL,1,Dupicates the cross CL serialization feature in the bytebuddy package,{}
79,185304853,FAIL,0,Factored out the bytecode generation of the mock class,{}
80,3bfcbe8d6,FAIL,1,Added caching for Method instances that are used in the instrumentation. Upgraded Byte Buddy version used to 0.2.1 to enable this feature.,{}
81,1dc722618,FAIL,0,Upgraded to newest version in order to tackle visibility bridges.,{}
82,dee476fd8,FAIL,1,Added non-zero serial version UID.,{}
83,3affaeadb,FAIL,0,Added serialization ID in order to allow for serialization.,{}
84,cf7c4da9b,FAIL,0,Added missing ignore check property to Byte Buddy invocation implementation.,{}
85,5910f45ac,FAIL,1,Added missing stack trace cleaner for super method invocation.,{}
86,02fdba404,FAIL,0,Added serialil version ids.,{}
87,eeda1f865,FAIL,0,Updated StackTrace cleaner.,{}
88,347517046,FAIL,0,Upgraded Byte Buddy dependency for minor bug fix.,{}
89,68a751d05,FAIL,0,Added missing equals method.,{}
90,c9c224c8d,FAIL,1,Added prettification of exceptions.,{}
91,7cd8c5691,FAIL,0,Fixed code error.,{}
92,27d523bfa,FAIL,1,Added class loader mechanic.,{}
93,f17085afa,FAIL,0,Fixed faulty delegation to super type methods.,{}
94,9b6291c25,FAIL,1,Implemented MockMaker with Byte Buddy.,{}
95,939345852,FAIL,0,"Uses gradle-x.x.x-all distrib, it helps both IDE and command line completions",{}
96,a1501e13b,FAIL,1,Increment version '2.0.4-beta' -> '2.0.5-beta' by Travis CI build 422 [ci skip],{}
97,dbb91dca7,FAIL,0,"""Update release notes by Travis CI build 422 [ci skip]""",{}
98,d6a5ec762,FAIL,1,Cleans up some test code and removed @Ignore from a working test,{}
99,58ec94e72,FAIL,0,Tweaks the imposterize code to avoid compilation/IDE warnings,{}
100,93ae391b7,FAIL,1,Improves constructor instantiation to always instantiate with a constructor instead of .newInstance(),{}
101,918557fe7,FAIL,0,flatened maven badge,{}
102,bb2f0e5b4,FAIL,1,Merge pull request #165 from brewerc/fix-typos,{}
103,9674a41f7,FAIL,0,Fix typos in CONTRIBUTING.md.,{}
104,14f6258ea,FAIL,1,Adds more in depth stacktraces,{}
105,7334da730,FAIL,0,Enable container based infrastructure for Travis,{}
106,83686ceeb,FAIL,1,Updates coveralls badge,{}
107,284c0032b,FAIL,0,Merge pull request #163 from mockito/fix-github-issue-fetcher,{}
108,c4a4aa3f9,FAIL,1,Adds more details when test is failing,{}
109,4a311e222,FAIL,0,GitHubIssues fetcher is now aware of GitHub pagination,{}
110,4219af2ba,FAIL,1,Merge pull request #161 from brewerc/master,{}
111,c2ba773df,FAIL,0,Excluding missing transitive dependency of the coveralls gradle plugin to fix failing build.,{}
112,db2a9a24d,FAIL,1,Fixes contributing grammar,{}
113,4ed7293f2,FAIL,0,Tweaks,{}
114,bbfdd6a75,FAIL,1,Increment version '2.0.3-beta' -> '2.0.4-beta' by Travis CI build 373 [ci skip],{}
115,916a328b7,FAIL,0,"""Update release notes by Travis CI build 373 [ci skip]""",{}
116,42a24dde0,FAIL,1,Merge branch 'issue-152-incorrect-junit-dependencies',{}
117,611aadad6,FAIL,0,"fixes #152, removes the dependency to junit in VerificationOverTimeImpl",{}
118,76e253885,FAIL,1,Updates ClassLoaders test util infrastructure,{}
119,fff76563d,FAIL,0,minor tweaks [ci skip],{}
120,4cd79345b,FAIL,1,minor tweaks,{}
121,88c26e0c6,FAIL,0,Trimmed README.md,{}
122,4a3258ce0,FAIL,1,Added toc to the page,{}
123,2bf36d410,FAIL,0,Highlighted PR criteria,{}
124,ef61b096a,FAIL,1,avoided link to google code site,{}
125,15064f80f,FAIL,0,Made it easier to dry run the release,{}
126,d34597c33,FAIL,1,Stopped publishing mockito-all distribution,{}
127,55849d4d8,FAIL,0,There's only one  Christian Schwarz,{}
128,16234cdb5,FAIL,1,Updates release not for missing improvements,{}
129,3899e2e08,FAIL,0,Added a simple excluding classloader builder,{}
130,1f7d521a7,FAIL,1,Increment version '2.0.2-beta' -> '2.0.3-beta' by Travis CI build 361 [ci skip],{}
131,492abc60c,FAIL,0,"""Update release notes by Travis CI build 361 [ci skip]""",{}
132,26318b0ee,FAIL,1,Merge remote-tracking branch 'origin/pr/144',{}
133,b31684406,FAIL,0,Reordered release steps to fix automation problem,{}
134,99cd06faa,FAIL,1,Updated release notes,{}
135,8fb40d036,FAIL,0,Fixed release notes,{}
136,a8410538b,FAIL,0,Increment version '2.0.1-beta' -> '2.0.2-beta' by Travis CI build 359 [ci skip],{}
137,d5620ea13,FAIL,0,Merge branch 'code_cleanup_on_time_verifications',{}
138,0bd98cdd8,FAIL,0,Align Mockito.after with Mockito.timeout to take a long instead of int,{}
139,1eb0c97db,FAIL,1,Use constructor chaining in VerificationOverTimeImpl,{}
140,c5e9e731e,FAIL,0,boy scout test rename,{}
141,84260d859,FAIL,0,Increment version '2.0.0-beta' -> '2.0.1-beta' by Travis CI build 357 [ci skip],{}
142,2f43ff733,FAIL,1,"Fixed a problem, updated docs",{}
143,2e777ab9e,FAIL,0,Started using VersionFile model in the build files,{}
144,8d0889897,FAIL,0,Tidied up the model for the version file,{}
145,125f6c61e,FAIL,1,Pushed some complexity to the buildSrc,{}
146,25b3254bc,FAIL,1,Yet another IO util feature,{}
147,031f50c82,FAIL,0,Tidied up IOUtil class and added new feature that will be needed soon,{}
148,f662fc6ee,FAIL,1,Tidied up the implementation of incrementing version,{}
149,b1ab9cc97,FAIL,0,Reordered release step so that release notes are committed to master correctly,{}
150,5c76412dc,FAIL,1,Tidy up documentation to match new any() behaviour,{}
151,f267254f9,FAIL,0,Make anyObject()/any(X)/any() all match up again (and accept nulls),{}
152,dc205824d,FAIL,1,Stop anyX() methods matching null inputs,{}
153,a7ba60694,FAIL,0,"Bump to version 2.0.0-beta, as we're now backwards incompatible",{}
154,d5fbea104,FAIL,1,Fix misspelled and slightly unclear test name,{}
155,621d945e0,FAIL,0,Add a javadoc note to indicate that this method will be removed in a future release.,{}
156,32dce3ea5,FAIL,1,Re-added Answers.get() and made it deprecated to maintain backward compatibility.,{}
157,a9942f717,FAIL,0,Tweaks the contributing guide,{}
158,c0514e438,FAIL,1,Adds Github contributing guide in PR feature,{}
159,7337ce8aa,FAIL,0,Fixed version in the notes,{}
160,39dda9ffd,FAIL,0,Updated notes after the release step problem,{}
161,b3a8a46cb,FAIL,1,Increment version '1.10.19' -> '1.10.20' by Travis CI build 352 [ci skip],{}
162,0aaa36ce6,FAIL,0,Merge branch 'pbielicki-bug#128',{}
163,3ca1ba375,FAIL,0,Merged pbielicki-bug#128 onto the master,{}
164,3c8892b8a,FAIL,0,Merge pull request #125 from radimk/osgi-manifest,{}
165,eea214c6e,FAIL,1,removed unnecessary imports,{}
166,a777d4807,FAIL,0,Merge branch 'bug#128' of https://github.com/pbielicki/mockito into bug#128,{}
167,e49d2db67,FAIL,1,Moved unit test to proposed org.mockitousage.bugs.deepstubs.DeepStubFailingWhenGenricNestedAsRawTypeTest class,{}
168,b8cfa22bd,FAIL,0,Merge branch 'bug#128' of https://github.com/pbielicki/mockito into bug#128,{}
169,424df538c,FAIL,1,Fix proposal for issue #128 @bric3 feedback taken into account,{}
170,ccc50ccd4,FAIL,0,Fixed release notes [ci skip],{}
171,18d8ace59,FAIL,1,Added release notes explicitly,{}
172,0e755e62b,FAIL,0,Increment version '1.10.18' -> '1.10.19' by Travis CI build 349 [ci skip],{}
173,5a03bf5d0,FAIL,1,Fixes issue #114,{}
174,9fb7d8b62,FAIL,0,Small grammer issue,{}
175,fdc1ac106,FAIL,1,Added a way to rollback all release steps,{}
176,8b016d1d4,FAIL,0,Changed the way author is set on the git operations,{}
177,91737847f,FAIL,0,Growing the release plugin,{}
178,5de4f2dae,FAIL,1,Growing the release plugin,{}
179,6fa82bae6,FAIL,0,Growing the release plugin,{}
180,4cce7fa8d,FAIL,1,Growing the release plugin,{}
181,27b1b22c9,FAIL,0,Growing the release plugin,{}
182,750d980f3,FAIL,1,Growing the release plugin,{}
183,747e6a792,FAIL,0,Growing the release plugin,{}
184,1b6183452,FAIL,1,Growing the release plugin,{}
185,53f6d3398,FAIL,0,Growing the release plugin,{}
186,6aa4d73e0,FAIL,1,replaces defender method by default method for more clarity,{}
187,34f4436d9,FAIL,0,"enum Answers implements now Answer<Object>, this allows us to use enum values in Mockito.mock(Class,Answer)",{}
188,8fc038841,FAIL,1,Post-release steps needed after a problem in the release machinery.,{}
189,6668b19a3,FAIL,0,Fix proposal for issue #128,{}
190,fb455b941,FAIL,1,Deprecated MockitoJUnitRule,{}
191,7c5a16913,FAIL,0,Documented minimum JUnit for mockito rule,{}
192,5bc60cf32,FAIL,1,Reworked the public api for the Mockito JUnit rule.,{}
193,7d280cfa8,FAIL,0,Ensured the next version is correct.,{}
194,55a20e957,FAIL,1,Added a TODO,{}
195,af6eb8078,FAIL,0,Pushed complexity to separate classes,{}
196,44a94cbb5,FAIL,1,Simplified the JUnit specific handling,{}
197,e130a7a8b,FAIL,0,Moved internal JUnitRule to better package,{}
198,d9c83f3c1,FAIL,0,review notes applied,{}
199,928e55c26,FAIL,1,test case compacted,{}
200,7edaff3bc,FAIL,0,JUnit rule compatible with JUnit 4.7+,{}
201,3175ad0d5,FAIL,1,Updated release notes manually,{}
202,604f85bcb,FAIL,0,Fixed the problem with release steps configuration,{}
203,52db48903,FAIL,1,Fixed Gradle 2.* compatibility problem,{}
204,8694f3ede,FAIL,0,Promoted most @Incubating features,{}
205,830e10671,FAIL,1,Added a TODO for release process modelling,{}
206,90cd10f75,FAIL,0,Put back accidentaly removed method,{}
207,ffefe905e,FAIL,1,Added better description when release process fails,{}
208,b4a4da478,FAIL,0,Added one more rollback operation,{}
209,b0e73a20c,FAIL,1,Fixed a problem,{}
210,de5672191,FAIL,0,Added the notion of rollback to the release notes operations,{}
211,315dd2d87,FAIL,1,Started pushing out the release steps into separate tool,{}
212,726ba2a9e,FAIL,0,Added documentation,{}
213,09c4596fe,FAIL,1,Removed not necessary code,{}
214,d1d91364d,FAIL,0,Migrated to Gradle 2.2.1,{}
215,6d10d03ea,FAIL,19,Automated maven central sync,{}
216,8c33547e9,FAIL,7,Removed some completed TODOs,{}
217,364c89722,FAIL,7,"""Update release notes by Travis CI build 336 [ci skip]""",{}
218,2c0fbe0a9,FAIL,7,Increment version '1.10.15' -> '1.10.16' by Travis CI build 336 [ci skip],{}
219,87f22e3c7,FAIL,6,Fixed test resource,{}
220,3d0922862,FAIL,7,Made the push command quiet,{}
221,80d17bbed,FAIL,7,Added javadoc annotations,{}
222,03092d201,FAIL,7,Refactoring: simplified the code,{}
223,70ab70fff,FAIL,6,Renamed for clarity,{}
224,5b01910d7,FAIL,7,Tidied up coverage,{}
225,198aca25f,FAIL,7,Cleaning up the code incrementally,{}
226,843c6bb0a,FAIL,8,Ensured exception causes are supplied,{}
227,e0c9fb772,FAIL,7,Started using the utility in one of the classes,{}
228,285f031a7,FAIL,6,Added utility for Iterables,{}
229,e76f3344e,FAIL,7,Added some utility code,{}
230,e1d04de3f,FAIL,7,Removed not needed code.,{}
231,11297396c,FAIL,6,More coverage for the plugin switcher,{}
232,6dce6eb07,FAIL,8,Refactored the code to have less explicit static state,{}
233,7c9a7e54c,FAIL,7,Fixed the problem with tests,{}
234,b063319df,FAIL,6,Added basic implementation of PluginSwitcher plugin,{}
235,c8124d119,FAIL,6,Simplified plugins file reading,{}
236,722e7fa98,FAIL,7,Tidy-up in code and coverage,{}
237,f8fe13fda,FAIL,6,Pushed out complexity to separate class,{}
238,0685ede27,FAIL,7,Pushed out complexity to separate class,{}
239,d154fbd76,FAIL,6,Added PluginSwitcher extension point,{}
240,cad084a8d,FAIL,6,Documented public package,{}
241,15605a5ac,FAIL,7,Improved the documentation around BDDMockito,{}
242,8e9d46ff5,FAIL,7,Tidied up the API interface of BDDMockito,{}
243,cc9ff686a,FAIL,7,added since to Then methods added deprecation for all API leaking classes,{}
244,739f6b762,FAIL,7,deprecated Then constructor since it is not part of the public API,{}
245,65b093df7,FAIL,6,Updated javadoc,{}
246,93a52a3c9,FAIL,7,Merge pull request #131 from dhruvarora/patch-1,{}
247,55b2680ab,FAIL,6,Refactoring: Remove erroneous question mark typo,{}
248,63ecbcfcc,FAIL,6,"""Update release notes by Travis CI build 332 [ci skip]""",{}
249,070a51298,FAIL,7,Increment version '1.10.14' -> '1.10.15' by Travis CI build 332 [ci skip],{}
250,4215b09ba,FAIL,7,Tidied up docs and coverage related to isSpy/isMock,{}
251,95eebeee0,FAIL,6,Added TODOs.,{}
252,12711d9ef,FAIL,7,Fixed the isSpy() behavior,{}
253,b548037b9,FAIL,7,Tidied-up the tests and the exception messages,{}
254,9c72b9bea,FAIL,7,Tidied-up the tests and behavior,{}
255,e5e226299,FAIL,7,"tidy-up, removed code not covered by tests, added TODOs",{}
256,8195d5509,FAIL,7,Improved an exception message,{}
257,85c4ff802,FAIL,7,"Tidy-up, tweaked exception messages.",{}
258,0d50a3e77,FAIL,6,"Tidy-up, removed some duplication",{}
259,9325641b6,FAIL,7,backward compatible,{}
260,e007e01e0,FAIL,7,Support @Spy AbstractClass/Interface,{}
261,9b175beec,FAIL,7,Added a bit of javadoc,{}
262,cd635df16,FAIL,6,Removed system out println from the zip comparison,{}
263,138e6efb3,FAIL,7,Improved error handling in zipcompare,{}
264,b06a81d8b,FAIL,7,Ensured buildSrc tests work when we're offline,{}
265,c2a3eaff7,FAIL,7,Added coverage for the zip compare.,{}
266,ff7eac4ff,FAIL,6,Merge branch 'wernight-patch-1',{}
267,3d5808bfe,FAIL,7,Merge branch 'patch-1' of github.com:wernight/mockito into wernight-patch-1,{}
268,f789a3b82,FAIL,6,Make org.mockito.asm.signature package optional in Import-Packages.,{}
269,97cdedf0c,FAIL,8,Tidy up and refactoring,{}
270,a09053972,FAIL,6,Removed a fixed TODO.,{}
271,e5e53268e,FAIL,6,"""Update release notes by Travis CI build 322 [ci skip]""",{}
272,7bc090e66,FAIL,7,Increment version '1.10.13' -> '1.10.14' by Travis CI build 322 [ci skip],{}
273,8557a577c,FAIL,6,"Fixed a dumb mistake (thx, travis ;p)",{}
274,a616ac4a5,FAIL,6,Avoided some duplication,{}
275,31f908029,FAIL,7,Changed CallsRealMethods to delegate to default answer for abstract methods.,{}
276,f45c2dc0c,FAIL,7,Added a TODO and removed jcabi from dependencies,{}
277,b88117b7b,FAIL,33,Simplified GitHub ticket collection,{}
278,0bf604c50,SUCCESS,72,Removed not-needed file.,{}
279,c34e38a45,SUCCESS,9,Improved fetching GitHub issues.,{}
280,debb535c5,SUCCESS,23,Pushed release-notes script plugin into buildSrc,{}
281,ebe60b77e,SUCCESS,9,buildSrc tidy-up. Now it is all java code.,{}
282,27d31a54c,FAIL,3,buildSrc tidy-up. Removed dependency on Gradle.,{}
283,cd72d0b52,SUCCESS,9,Added Ben to the release notes,{}
284,2b68b514f,SUCCESS,8,Attempted to fix the build.,{}
285,78e213395,SUCCESS,10,Release notes automation fixed - correct env variable reading,{}
286,a21ff2d1b,SUCCESS,8,Release notes automation tidy-up and fixes.,{}
287,1b8674b47,SUCCESS,9,Release notes automation tidy-up.,{}
288,8bc06cbce,SUCCESS,9,Release notes automation rework.,{}
289,fae96f44a,FAIL,5,"Tidy-up in buildSrc - major rewrite of the GitHub issues fetcher, part IV.",{}
290,8da01ae04,FAIL,3,"Tidy-up in buildSrc - major rewrite of the GitHub issues fetcher, part III.",{}
291,6588f4b7a,FAIL,3,"Tidy-up in buildSrc - major rewrite of the GitHub issues fetcher, part II.",{}
292,1d4a0f5fa,FAIL,2,Tidy-up in buildSrc - major rewrite of some parts,{}
293,f5eae7da0,FAIL,3,Tidy-up in buildSrc - removed not needed interface.,{}
294,84efa099a,FAIL,3,Tidy-up in buildSrc - pushed out logic that ignores commits,{}
295,8ab87f46e,FAIL,3,Tidy-up in buildSrc - coverage and some documentation,{}
296,a5797f9e6,FAIL,3,"Tidy-up in buildSrc - documentation, reduced visibility, made string representation explicit.",{}
297,b9d694f4c,FAIL,3,Tidy-up in buildSrc - started using an interface where possible,{}
298,f76924d41,FAIL,3,Tidy-up in buildSrc - coverage,{}
299,80f7b3d94,FAIL,3,"Tidy-up in buildSrc - coverage, rename jobs",{}
300,9a89856e3,FAIL,3,Tidy-up in buildSrc - fixes and coverage,{}
301,8dc41b591,FAIL,3,Tidy-up in buildSrc - rewriting it from scratch,{}
302,176b18499,FAIL,3,"Tidy-up in buildSrc, moved classes around a bit.",{}
303,239cef996,FAIL,3,Tidy-up in buildSrc. Moved classes to internal package.,{}
304,06635bbba,SUCCESS,8,Tidy-up in buildSrc. Added coverage.,{}
305,dde950e26,SUCCESS,9,Tidy-up in buildSrc. Groovy->Java migration.,{}
306,14eb959ce,SUCCESS,8,"""Update release notes by Travis CI build 315 [ci skip]""",{}
307,75a4bfd3e,SUCCESS,8,Increment version '1.10.12' -> '1.10.13' by Travis CI build 315 [ci skip],{}
308,ab03b6366,SUCCESS,9,Added @since tags and @Incubating,{}
309,8912aa176,SUCCESS,9,Fixed problem with type testing of outer classes,{}
310,c03a47fb2,SUCCESS,9,Improved exception messages.,{}
311,a323fa6b9,SUCCESS,8,Documented current behavior via a test,{}
312,24bdec918,SUCCESS,9,Improved exception messages.,{}
313,1ba7cea80,SUCCESS,8,Improved exception messages.,{}
314,c78db43ab,SUCCESS,9,Added a TODO.,{}
315,464d5c536,SUCCESS,9,Polished javadocs.,{}
316,9e7250177,SUCCESS,8,Added documentation and new convenience API in top level Mockito class.,{}
317,5d31fb155,SUCCESS,9,Rename job for consistency.,{}
318,016386354,SUCCESS,8,Basic support for creating mocks of inner classes using constructor,{}
319,f8c99e379,SUCCESS,9,Updated javadoc for incubating features.,{}
320,7886e43ea,SUCCESS,9,Basic support for creating mocks using constructor,{}
321,468729ae5,SUCCESS,8,Updated javadoc,{}
322,9740cfb26,SUCCESS,9,Push build,{}
323,c8f85a9d6,SUCCESS,8,Added a TODO.,{}
324,08ebdcc3d,SUCCESS,9,Enabled back the test,{}
325,d0aba1179,SUCCESS,9,Removed not needed class.,{}
326,5a8cd1c25,SUCCESS,9,Updated error message in zip comparator,{}
327,ccf0a8279,SUCCESS,9,Rename job,{}
328,6fa7813d0,SUCCESS,9,Binary comparator now compares zips. Tidy-ups pending.,{}
329,8fd24901c,SUCCESS,8,Improved binary comparator by adding some logging,{}
330,735b83f11,SUCCESS,9,Windows build - separate PR,{}
331,3cf9825ee,SUCCESS,9,"""Update release notes by Travis CI build 312 [ci skip]""",{}
332,c741f7b49,SUCCESS,8,Increment version '1.10.11' -> '1.10.12' by Travis CI build 312 [ci skip],{}
333,643977a6b,SUCCESS,9,Updated javadocs after changing one of the features.,{}
334,ad15fcaab,SUCCESS,8,Renamed for consistency,{}
335,8ec1391b9,SUCCESS,9,Added more detailed messages on delegatesTo error,{}
336,3cf40a258,SUCCESS,9,Removed diamond operator for source 1.5,{}
337,e70919d8a,SUCCESS,10,Allow delegateTo to delegate to any class that has the required methods,{}
338,5f6a3cb64,SUCCESS,10,Refactoring and tidy-up in the publications comparison story,{}
339,7fb9c8a3a,SUCCESS,9,File comparison is based on file hashes now.,{}
340,743565bab,SUCCESS,8,Updated release note link,{}
341,717310b86,SUCCESS,9,Final fixes to the release procedure.,{}
342,b5bf064b5,SUCCESS,8,Started comparing source jar files correctly,{}
343,7c08618f7,SUCCESS,9,Fixed line endings,{}
344,f3673bdde,SUCCESS,8,Fixes to pom comparison.,{}
345,40858f612,FAIL,5,Added pom comparison for detecting if the release is needed.,{}
346,7d6784c1d,SUCCESS,9,Added utility class for argument validation.,{}
347,b6d892f74,SUCCESS,10,Added some TODOs.,{}
348,2f6370525,SUCCESS,8,Rework in the automation.,{}
349,6114646d3,SUCCESS,10,Pushed creation of release notes builder to runtime.,{}
350,9e118f71c,FAIL,4,Fixed problem with binary equal calculation,{}
351,beda7138b,FAIL,5,Simplified the code,{}
352,fe4ec8edf,FAIL,5,Added very simple validation for missing github token.,{}
353,3a2107eb6,SUCCESS,8,Automatically generate IDEA metadata for buildSrc,{}
354,dbb67fda8,SUCCESS,8,[release-notes] #79 Minor improvements,{}
355,8fc876120,FAIL,4,[release-notes] #79 Add support for custom header for Other improvements,{}
356,a976d813d,FAIL,4,[release-notes] #79 Changelog in release notes separated by assigned labels,{}
357,5ae308a1f,SUCCESS,8,"""Update release notes by Travis CI build 304 [ci skip]""",{}
358,699e45d55,SUCCESS,8,Increment version '1.10.10' -> '1.10.11' by Travis CI build 304 [ci skip],{}
359,1110169f0,SUCCESS,8,Merge pull request #113 from brasslock/master,{}
360,8457dea84,SUCCESS,9,Propagate exceptions from AdditionalAnswers#delegatesTo,{}
361,0a10fbbdb,SUCCESS,8,Missed the full stop [ci skip],{}
362,e93b63b69,SUCCESS,8,Added documentation link to the top [ci skip],{}
363,cd4967e42,SUCCESS,8,"""Update release notes by Travis CI build 297 [ci skip]""",{}
364,6680c2086,SUCCESS,9,Increment version '1.10.9' -> '1.10.10' by Travis CI build 297 [ci skip],{}
365,6d665caed,SUCCESS,8,Moved classes to better packages.,{}
366,92f93e6bb,SUCCESS,10,Update README.md,{}
367,9378bc42c,SUCCESS,9,Fixed the test and added a TODO.,{}
