id,commit,build,exec_time,comment,fix
75,f39cfbd7,SUCCESS,7,ignore site-content,{}
76,ce6ce737,SUCCESS,6,use a real value rather than a property as not everybody use a snapshot build of maven see https://jira.codehaus.org/browse/MNG-5418.,{}
77,77d378e0,SUCCESS,7,restore download cgi,{}
78,88a6632f,SUCCESS,7,svnpubsub is now activated,{}
79,818b2a09,SUCCESS,7,use last parent 28,{}
80,e891fd8c,SUCCESS,10,Fix typo.,{}
81,48f923ae,SUCCESS,7,Add generic type parameter javadoc.,{}
82,b6b57fd0,SUCCESS,6,"Remove wrong param tags, complete javadoc.",{}
83,010cad39,SUCCESS,7,Add missing param tag.,{}
84,3933e0dd,SUCCESS,7,Add missing javadoc.,{}
85,1afc73ab,SUCCESS,7,Add missing javadoc.,{}
86,c2ad1b05,SUCCESS,7,developed by => developed at,{}
87,d3a1034c,SUCCESS,6,Update copyright for 2013.,{}
88,a2eb7ae3,SUCCESS,7,JUnit 3 -> 4: replace import of junit.framework.Assert with org.junit.Assert.,{}
89,b5c22a82,SUCCESS,7,Fix Javadoc.,{}
90,ae6928a0,SUCCESS,6,Add final modifier to local variables.,{}
91,8e08ef11,SUCCESS,7,Add final modifier to method parameters.,{}
92,3a28a611,SUCCESS,7,Add final modifier to private fields.,{}
93,d685e774,SUCCESS,7,configure svnpubsub,{}
94,2c53f012,SUCCESS,7,really fix site this time,{}
95,3ce982ea,SUCCESS,6,use non SNAPSHOT parent,{}
96,75944e54,FAIL,1,[LANG-865] LocaleUtils.toLocale does not parse strings starting with an underscore.,{}
97,379151ba,FAIL,2,fix links with new tree for javadocs,{}
98,d3016188,FAIL,1,faster checkout with ignoring javadocs from previous versions,{}
99,4de9d7b4,FAIL,1,configure site deploy tru svnpubsub,{}
100,7f1d11b4,SUCCESS,7,Update JUnit to version 4.11 from 4.10.,{}
101,4c7b2097,SUCCESS,7,Missing interface @Override,{}
102,ae4d1d93,SUCCESS,7,Imports,{}
103,e50e8ddf,SUCCESS,6,"<action issue=""LANG-835"" type=""add"">StrBuilder should support StringBuilder as an input parameter</action>",{}
104,44df22c5,SUCCESS,7,"<action issue=""LANG-858"" type=""fix"">StringEscapeUtils.escapeJava() and escapeEcmaScript() do not output the escaped surrogate pairs that are Java parsable</action>",{}
105,258d109e,SUCCESS,7,[LANG-858] StringEscapeUtils.escapeJava() does not output the escaped surrogate pairs that is Java parsable.,{}
106,b081a8f8,SUCCESS,6,Remove extra whitespace.,{}
107,42d9ba56,SUCCESS,6,Add testEscapeXmlAllCharacters.,{}
108,cff0f1ae,SUCCESS,6,[LANG-857] StringIndexOutOfBoundsException in CharSequenceTranslator.,{}
109,6823c374,SUCCESS,6,LANG-856 Code refactoring in NumberUtils,{}
110,a2de6040,SUCCESS,7,LANG-854 NumberUtils#createNumber - does not allow for hex numbers to be larger than Long,{}
111,396a00b5,SUCCESS,6,LANG-855 NumberUtils#createBigInteger does not allow for hex and octal numbers,{}
112,57112a6b,SUCCESS,7,"Add tests to show magnitude boundary between Float, Double and BigDecimal",{}
113,817eba2b,SUCCESS,6,Wrong order of testing,{}
114,a4769933,SUCCESS,7,Javadoc.,{}
115,e71f6dd3,SUCCESS,7,"LANG-822: NumberUtils#createNumber - bad behaviour for leading ""--""",{}
116,f0c7e60b,SUCCESS,8,Document return value with null input,{}
117,ff87473c,SUCCESS,7,[LANG-853] StringUtils join APIs for primitives.,{}
118,2bb48c53,SUCCESS,6,Remove whitespace.,{}
119,04b2d810,SUCCESS,7,LANG-582 - minutes missing from test format,{}
120,f36dc979,SUCCESS,7,explain whitespace pattern,{}
121,bcdb1087,SUCCESS,7,restrict whitespace pattern to ignore 'blocks' of whitespace consisting of only a single space,{}
122,4b936e3b,SUCCESS,6,StrBuilder implements Builder; provide toStringBuilder as toStringBuffer,{}
123,f8e04fb7,SUCCESS,6,support varargs in StrBuilder.appendAll(); also convert iterable form of method to use enhanced for loop,{}
124,52744296,SUCCESS,6,"[LANG-701] StringUtils join with var args. Add and use SPACE string constant for "" "".",{}
125,c1214396,SUCCESS,6,Rename private WHITESPACE_BLOCK to WHITESPACE_PATTERN.,{}
126,517bafd3,SUCCESS,7,Refactor some duplicate code.,{}
127,dc28ca2d,SUCCESS,6,[LANG-849] FastDateFormat and FastDatePrinter generates Date objects wastefully.,{}
128,c88bab2b,SUCCESS,7,[LANG-849] FastDateFormat generates Date objects wastefully.,{}
129,d6eefecd,SUCCESS,6,[LANG-845] Spelling fixes.,{}
130,d5c95c04,SUCCESS,7,Update Commons Parent from version 26 to 27.,{}
131,0bb8ecc6,SUCCESS,8,[LANG-841] Add StringUtils API to call String.replaceAll in DOTALL a.k.a. single-line mode.,{}
132,2408a5bd,SUCCESS,6,"[LANG-844] Fix javadoc of StringUtils.center methods, thanks to John Lindwall.",{}
133,f44a66fd,SUCCESS,7,Fail if BitSet not faster overall,{}
134,6c06012a,SUCCESS,6,LANG-839 ArrayUtils removeElements methods use unnecessary HashSet Eliminate conversion of BitSet to int[],{}
135,03a31c0e,SUCCESS,7,Add test for FreeBSD,{}
136,6d991929,SUCCESS,6,Show what we could not test,{}
137,6c004a8e,SUCCESS,6,sync with pom.xml,{}
138,41a35405,SUCCESS,6,sync with pom.xml,{}
139,17214def,SUCCESS,6,LANG-839 Add tests to compare extractIndices+removeAll with direct use of BitSet in new version of removeAll,{}
140,52c26fec,SUCCESS,7,LANG-839 ArrayUtils removeElements methods use unnecessary HashSet Replace HashSet with BitSet (less memory; faster),{}
141,775cac27,SUCCESS,6,LANG-839 ArrayUtils removeElements methods use unnecessary HashSet Add benchmark test to show whether Bitset is faster,{}
142,5c218b0e,SUCCESS,6,Check empty arrrays handled OK,{}
143,46ae4773,SUCCESS,6,"Use term ""binary"" instead of ""boolArray"" in Conversion. Improve Javadoc of class.",{}
144,36256b2a,SUCCESS,7,Improve and fix javadoc.,{}
145,2799ebf2,SUCCESS,6,Use better method names. Document possible ArrayIndexOutOfBoundsException and StringIndexOutOfBoundsException.,{}
146,2c60f024,SUCCESS,7,Code clean-up for CheckStyle.,{}
147,6b070903,SUCCESS,6,LANG-778: Add to Conversion from byte[] to UUID and UUID to byte[],{}
148,e229d069,SUCCESS,7,Simplify expressions again.,{}
149,ea180f1e,SUCCESS,6,Document exceptions. Use IllegalArgumentException instead of assert. Throw IllegalArgumentException for empty arrays.,{}
150,a516db41,SUCCESS,7,Use lowercase presentation for hex values as it is done in the JDK. Use JDK functionality where available.,{}
151,d6f61703,SUCCESS,6,Add some code comments,{}
152,43621d72,SUCCESS,6,There are only two distinct boolean values,{}
153,212b8597,SUCCESS,6,LANG-838 ArrayUtils removeElements methods clone temporary index arrays unnecessarily,{}
154,7b2eb841,SUCCESS,6,Revert 1391258 by veto of Sebb.,{}
155,946d6de0,SUCCESS,7,Use conversion tables for boolean arrays.,{}
156,0efe1c61,SUCCESS,6,"""import java.lang.*"" is always implicit.",{}
157,ca3ab6a3,SUCCESS,7,Document sync. strategy,{}
158,9ee4788f,SUCCESS,6,Avoid unnecessary conversions. Use StringBuilder instead of StringBuffer.,{}
159,97a1f7e9,SUCCESS,6,Implement test TODO.,{}
160,4d0c6efe,SUCCESS,7,JUnit 3 --> JUnit 4,{}
161,0eb4d5af,SUCCESS,6,Use JUnit4 methods where possible,{}
162,373a6daa,SUCCESS,6,Convert to JUNit4,{}
163,9c3036a5,SUCCESS,6,Javadoc,{}
164,ff98209c,SUCCESS,6,Convert Strategy to abstract class; simplifies the subclasses,{}
165,fc4e904c,SUCCESS,7,LANG-801:  Add Conversion utility to convert between data types on byte level,{}
166,0574ca4f,SUCCESS,7,Add test for StringBuilder,{}
167,d1737a0a,SUCCESS,8,Add comment,{}
168,0765e3b8,SUCCESS,7,StringBuffer => StringBuilder where being used as a local-only buffer,{}
169,b0ee29d0,SUCCESS,6,Javadoc,{}
170,b1462a2f,SUCCESS,7,Javadoc typos,{}
171,734a4597,SUCCESS,6,Explicit boxing,{}
172,620195d4,SUCCESS,6,Suppress boxing warnings for assertEquals(),{}
173,79dd6a2f,SUCCESS,7,Document some @SuppressWarning annotations,{}
174,e119debb,SUCCESS,6,Explicit boxing,{}
175,03d4267a,SUCCESS,6,Tab police,{}
176,aa3209ac,SUCCESS,7,LANG-820 TypeUtils.normalizeUpperBounds broken? Added test to show it works OK,{}
177,a4a45505,SUCCESS,8,"LANG-818 FastDateFormat's ""z"" pattern does not respect timezone of Calendar instances passed to format()",{}
178,8d192d70,SUCCESS,8,LANG-815 DurationFormatUtils.formatPeriod() mis-calculation Add test case to show there is no issue,{}
179,1ce79638,SUCCESS,7,LANG-777 jar contains velocity template of release notes Merge releases notes into standard location,{}
180,32540b94,SUCCESS,7,Copy of Commons Parent version; generates same output,{}
181,30c33a70,SUCCESS,7,LANG-830 FastDateParser could use \Q \E to quote regexes,{}
182,197ecf5a,SUCCESS,7,LANG-829 FastDateParser could use Calendar.getDisplayNames for all text fields Remove unnecessary KeyValue instances,{}
183,29e5d1a4,SUCCESS,8,LANG-829: FastDateParser could use Calendar.getDisplayNames for all text fields,{}
184,ac657c6a,SUCCESS,10,Add some more tests,{}
185,24db3b0f,SUCCESS,7,Add some more tests,{}
186,fba4da46,SUCCESS,8,Show where the parsing failed,{}
187,4b28bdf8,SUCCESS,10,Don't save short eras if they are the same as the long eras,{}
188,c45d5bff,SUCCESS,7,LANG-832 FastDateParser does not handle unterminated quotes correctly,{}
189,afe5dff7,SUCCESS,7,LANG-831 FastDateParser does not handle white-space properly,{}
190,0afcd15e,SUCCESS,6,Allow access to parsedPattern for test purposes Make ParseException text similar to that thrown by SimpleDateFormat,{}
191,8c1980ed,SUCCESS,6,Trailing spaces,{}
192,b89a62f7,SUCCESS,7,Package protection is sufficient here,{}
193,72a49933,SUCCESS,7,Wrong class name; make line stand out better,{}
194,209d8f18,SUCCESS,6,LANG-828 FastDateParser does not handle non-Gregorian calendars properly Use Calendar#getDisplayNames() instead of DateFormatSymbols#getEras(),{}
195,bf0080b0,SUCCESS,6,LANG-828 FastDateParser does not handle non-Gregorian calendars properly Fix bug in Java 7 (Locale.toString() format has changed),{}
196,843c5cb4,SUCCESS,8,Extract constant Label output with test case name,{}
197,b04b8fe1,SUCCESS,6,Label output with test case name,{}
198,29a149cd,SUCCESS,7,Remove unused field,{}
199,081ed4af,SUCCESS,7,Unused imports,{}
200,c0661e1e,SUCCESS,7,One reason why the ja_JP_JP and th_TH_* locales don't work,{}
201,19b86ba4,SUCCESS,7,LANG-828 FastDateParser does not handle non-Gregorian calendars properly,{}
202,22f04e20,SUCCESS,6,getInstance() (Java 1.6) supports more locales,{}
203,2835bfb4,SUCCESS,7,Fix testParses() so it works for non-GMT timezones: the format must include hours to allow for GMT-offsets,{}
204,2ca7cfb4,SUCCESS,7,Grammar,{}
205,baec8dc3,SUCCESS,8,Document why tests seem to fail,{}
206,711421bb,SUCCESS,7,LANG-826 FastDateParser does not handle non-ASCII digits correctly,{}
207,7ced1867,SUCCESS,7,Make immutable private variable final,{}
208,d57e725e,SUCCESS,7,"More tests; era seems to cause issues, so check this separately",{}
209,ecd97d76,SUCCESS,7,Split test into 4 so each failure can be detected,{}
210,d1a55322,SUCCESS,7,LANG-799 - DateUtils#parseDate uses default locale; add Locale support Remove inappropriate test - we don't use localized formats,{}
211,daf77e8e,SUCCESS,7,"[LANG-825] Create StrBuilder APIs similar to String.format(String, Object...)",{}
212,1743bf9f,SUCCESS,7,LANG-799 - DateUtils#parseDate uses default locale; add Locale support Show current default locale,{}
213,e2b1b901,SUCCESS,6,"LANG-799 - DateUtils#parseDate uses default locale; add Locale support Parse German date with English Locale, specifying German Locale override",{}
214,72795084,SUCCESS,7,LANG-799 - DateUtils#parseDate uses default locale; add Locale support Remove unnecessary test,{}
215,4cbe5c3c,SUCCESS,6,LANG-799 - DateUtils#parseDate uses default locale; add Locale support,{}
216,d0c4b3bd,SUCCESS,7,LANG-799 Add tests to show ParseException when default Locale is wrong Add Strictly tests for valid strings,{}
217,7ac6d984,SUCCESS,6,LANG-799 Add tests to show ParseException when default Locale is wrong,{}
218,622b818f,SUCCESS,7,JUnit4 allows use of expected exceptions,{}
219,3fc5a9e1,SUCCESS,7,Override of sync. method needs to be sync.,{}
220,61f8ef0c,SUCCESS,7,Fix hashCode() - t is not part of equals() check,{}
221,daa8fb8b,SUCCESS,6,Implement missing hashCode() methods,{}
222,b5c34f62,SUCCESS,6,Javadoc,{}
223,f96db803,SUCCESS,7,Suppress deprecation warnings,{}
224,01ca008c,SUCCESS,7,Explicit conversion to Integer; save the value for use later,{}
225,a00d1ff2,SUCCESS,6,Document intentional drop-thru,{}
226,73c2ddbe,SUCCESS,7,Simplify boolean tests and avoid boxing,{}
227,37a040aa,SUCCESS,7,Simplify boolean tests and avoid boxing,{}
228,1933cbb9,SUCCESS,6,Simplify boolean tests and avoid boxing,{}
229,05f67510,SUCCESS,7,"Now we are using JUnit4, can use expected=throwable.class for simple failure checks Note: not suitable for cases where an earlier statement can generate the same exception.",{}
230,d41cc3db,SUCCESS,7,[LANG-824] Conversion of 3.x JUnit tests to 4.x; thanks to Duncan Jones,{}
231,366badaf,SUCCESS,8,"LANG-810 StringUtils.join() endIndex, bugged for loop",{}
232,2397e5b0,SUCCESS,7,LANG-747 NumberUtils does not handle Long Hex numbers,{}
233,9cddfd2b,SUCCESS,7,Add some more BigDecimal tests,{}
234,0666f83a,SUCCESS,7,javadoc,{}
235,b0b0f27c,SUCCESS,7,Unnecessary ;,{}
236,f978978a,SUCCESS,8,Exceptions not thrown,{}
237,9de6051e,SUCCESS,8,Unnecessary SuppressWarnings,{}
238,618eb082,SUCCESS,7,Unnecessary casts,{}
239,56b38ace,SUCCESS,6,Update Javadoc,{}
240,f605dc78,SUCCESS,7,Add tests for leading signs,{}
241,a0f49f60,SUCCESS,6,[LANG-817] Add org.apache.commons.lang3.SystemUtils.IS_OS_WINDOWS_8.,{}
242,696201a1,SUCCESS,7,- Update commons-io for tests to 2.4 from 2.2. - Update findbugs-maven-plugin to 2.5.2 from 2.4. - Update clirr-maven-plugin to 2.4 from 2.3.,{}
243,cef61c6c,SUCCESS,8,Update to Commons-Parent 26.,{}
244,c05f72f3,SUCCESS,10,"LANG-816 - followup incorporating ggregory's doc suggestion, some doc fixes, addition of CONST_BYTE() and CONST_SHORT(), and Junit improvements to test doc examples and make sure CONST_BYTE() and CONST_SHORT() throw IllegalArgumentException as required.",{}
245,acd0f3e4,SUCCESS,6,[LANG-816] introduce CONST() methods to prevent Javac from inlining constants,{}
246,50e921e8,SUCCESS,7,"[LANG-814] ConstructorUtils.invoke*(*, Object... args) variants cannot handle null values",{}
247,2cb5ceac,SUCCESS,6,"[LANG-814] MethodUtils.invoke*(*, Object... args) variants cannot handle null values",{}
248,05f6fcc7,SUCCESS,7,LANG-813 StringUtils.equalsIgnoreCase doesn't check string reference equality Also check lengths.,{}
249,d39af69e,SUCCESS,6,[LANG-812] Permit bitvector generation for Enums with > 64 values; plus some test corrections,{}
250,9c58c606,SUCCESS,6,[LANG-753] Document v3.x changes to Validate API,{}
251,c821fafc,SUCCESS,7,LANG-807 RandomStringUtils throws confusing IAE when end <= start,{}
252,c9d786a4,SUCCESS,6,"LANG-805 RandomStringUtils.random(count, 0, 0, false, false, universe, random) always throws java.lang.ArrayIndexOutOfBoundsException",{}
253,9351ed93,SUCCESS,6,Simplify test case,{}
254,d6cc198e,SUCCESS,7,Simplify tests by using @Test(expected),{}
255,43354a70,SUCCESS,6,Easier to find entries in the Eclipse outline view if the id is placed first,{}
256,0151872e,SUCCESS,7,LANG-802 - LocaleUtils - unnecessary recursive call in SyncAvoid class,{}
257,be8bdb02,SUCCESS,7,Update to CP25; use default changes config from CP,{}
258,a08ef67f,SUCCESS,8,LANG-511 Make private immutable fields final,{}
259,315557fe,SUCCESS,6,[LANG-798] Use generics in SerializationUtils.,{}
260,4cb6f048,SUCCESS,6,Convert to JUnit 4.,{}
261,e61b459b,SUCCESS,6,[LANG-800] Javadoc bug in DateUtils#ceiling for Calendar and Object versions.,{}
262,6b2e65f5,SUCCESS,6,Use the active voice in Javadoc comments for the first sentence.,{}
263,c439424e,SUCCESS,7,Fix Javadoc typos.,{}
264,d43c4daa,SUCCESS,7,Add comments for [LANG-798] Use generics in SerializationUtils.,{}
265,5ec314f5,SUCCESS,7,Add comments for [LANG-798] Use generics in SerializationUtils.,{}
266,d6756778,SUCCESS,6,Remove incomplete Javadoc tags.,{}
267,7e1cfa94,SUCCESS,7,Interface members are implicitly public.,{}
268,8ae98d8f,SUCCESS,6,Use @see tag.,{}
269,3d53205e,SUCCESS,7,Update commons-io to 2.2 from 2.1 (for testing.),{}
270,beab55ac,SUCCESS,6,Add missing @Override.,{}
271,ee2a29c5,SUCCESS,6,[LANG-798] Use generics in SerializationUtils,{}
272,0648ef35,SUCCESS,6,Do not import *,{}
273,232e271f,SUCCESS,6,Do not import *,{}
274,76421c98,SUCCESS,6,Do not import *,{}
275,243c5edc,SUCCESS,6,Updating copyright to 2012,{}
276,7feaa31a,SUCCESS,7,Applying Benedikt Ritter's patch to fix the Checkstyle error in SerializationUtils - LANG-793,{}
277,48986173,SUCCESS,7,add TODOs,{}
278,1b9494a7,SUCCESS,6,Adding javadoc note concerning LANG-755 and the bug in java.util.Calendar.,{}
279,20e20c7b,SUCCESS,7,Organize imports.,{}
280,774e9986,SUCCESS,6,Eat own dog food: StringUtils#isEmpty(String) and replace some but not all String#length() == 0 with String#isEmpty(),{}
281,9971f64e,SUCCESS,7,Add standard distributionManagement definition,{}
282,0094550f,SUCCESS,6,Documentation,{}
283,c3a6229d,SUCCESS,6,All tests should leave the registry empty,{}
284,fb7e1ee9,SUCCESS,7,Fix test failures by clearing out the registry for tests that try to show that the registry is left clean.,{}
285,30fc06de,SUCCESS,7,Random test order to try and catch tests that fail to clear up afterwards,{}
286,1f9b6d18,SUCCESS,6,Trying to find cause of Gump (and other) failures Ensure that registry starts out empty,{}
287,a3a2af7d,SUCCESS,7,Ensure fail message gives reason,{}
288,4a84df2e,SUCCESS,7,Simplifying the unaccent code to no longer support Java 5,{}
289,45f2c8b6,SUCCESS,6,"Per the VOTE on the ML, trunk can now use Java 6.",{}
290,2bcd9a03,SUCCESS,6,Fix Javdoc.,{}
291,213b1d5e,SUCCESS,6,"Apply fix suggested by Benedikt Ritter on the ML: ""The problem is, that there is no method with name ""getTimeZoneOverridesCalendar()"" in DateParser, so that link can't be resolved (I think you already knew that :). I suppose the comment is meant to refer to getTimeZone() in java.util.Calendar. If so, you can fix that by changing the link to: {@link java.util.Calendar#getTimeZone()}""",{}
292,bd59a190,SUCCESS,7,[LANG-788] SerializationUtils throws ClassNotFoundException when cloning primitive classes,{}
293,d0cf0fdd,SUCCESS,6,Fix Javdoc.,{}
294,73804eda,SUCCESS,9,Fix Javdoc.,{}
295,fb17b942,SUCCESS,9,Update parent POM and plugins.,{}
296,a809e6f0,SUCCESS,8,Match POM.,{}
297,67a303d3,SUCCESS,8,Update EasyMock to 3.1 from 3.0.,{}
298,80807b32,SUCCESS,6,getInstance(locale) is Java 1.6+,{}
299,cfafb7af,SUCCESS,6,Applying Felix Müller's patch from LANG-462 to fix a timezone assumption in a test and remove Java 6 interface implementation @Override statements,{}
300,fe0e5550,SUCCESS,6,test same prefix/suffix,{}
301,f78ed4c7,SUCCESS,6,Adding 462 and 786 to the change history,{}
302,85a7311e,SUCCESS,6,Applying Chas Honton's implementation of DateParser and subsequent integration into FastDateFormat and the time package. See LANG-462.,{}
303,cf7211f9,SUCCESS,6,[LANG-786] StringUtils equals() relies on undefined behavior; thanks to Daniel Trebbien,{}
304,c8afaa3e,SUCCESS,6,Adding the issues in 3.2 to changes.xml,{}
305,e48d4416,SUCCESS,6,"Fixing the DateIterator javadoc to indicate the end date is inclusive, not 'not inclusive'",{}
306,666a46b8,SUCCESS,6,Applying Ville Skyttä's patch from LANG-761 to fix the javadoc warnings in the Ant build,{}
307,a3b479b7,SUCCESS,6,Making StrBuilder Serializable per LANG-764,{}
308,74642d15,SUCCESS,7,Dropping the serialVersionUID from EventListenerSupport per LANG-765,{}
309,6abad089,SUCCESS,6,Fixing the StringUtils.split javadoc per Samurel Tardieu in LANG-783,{}
310,59e7276f,SUCCESS,6,Removed self from team list.,{}
311,2542098f,SUCCESS,7,Fix various boxing errors,{}
312,f039e58b,SUCCESS,6,"Suppress ""already instanceof"" warning because that is what we want to check",{}
313,07114c79,SUCCESS,6,Adding Henning's GitHub pull request with a Triple implementation. LANG-675,{}
314,26870201,SUCCESS,6,Create file in the correct location,{}
315,6be9d66f,SUCCESS,6,Ensure version does not get out of date,{}
316,8185a9e6,SUCCESS,6,[LANG-775] [LANG-776] fix related bugs dealing with type variable inheritance,{}
317,76912e0d,SUCCESS,6,[LANG-775] add failing test,{}
318,8dae958b,SUCCESS,6,[LANG-776] reverse bad assertion to make failing test,{}
319,d6e2252b,SUCCESS,6,original tests contained one message WRONG which seems to indicate a problem area in the code; elaborating message,{}
