id,commit,build,exec_time,comment,fix,lastFix
23,c5591ab1,SUCCESS,15.0,Added another smart name removal pass before disambiguation.,{},
24,d1d1f6df,SUCCESS,15.0,[FUZZER] Continue statement can only jump to a loop label ------------- Created by MOE: http://code.google.com/p/moe-java MOE_MIGRATED_REVID=56633362,{},
25,ba829f6d,SUCCESS,16.0,Reroll of 56561448 (rolled back at 56566523):,{},
26,cbae821c,SUCCESS,16.0,Remove a little dead code. ------------- Created by MOE: http://code.google.com/p/moe-java MOE_MIGRATED_REVID=56618272,{},
27,34c09f28,SUCCESS,16.0,"When doing a type modification traversal, don't convert NoResolved types to None types. ------------- Created by MOE: http://code.google.com/p/moe-java MOE_MIGRATED_REVID=56608559",{},
28,948fdc03,SUCCESS,15.0,Change the external compiler to Java 7. ------------- Created by MOE: http://code.google.com/p/moe-java MOE_MIGRATED_REVID=56606909,{},
29,596c3f1f,SUCCESS,16.0,Don't loop forever in switch blocks with a single VAR declaration without initialization.,{},
30,46bd62ca,SUCCESS,16.0,"Export shouldRunTests when export test functions is specified. If shouldRunTests is not exported, we aren't really honoring the test contract and may run tests when they not be because shouldRunTests may have been renamed. ------------- Created by MOE: http://code.google.com/p/moe-java MOE_MIGRATED_REVID=56590381",{},
31,8db0dfae,SUCCESS,16.0,Automated g4 rollback of changelist 56561448.,{},
32,ccc5e577,SUCCESS,17.0,Properly handle types whose template types are typedef'd type names ------------- Created by MOE: http://code.google.com/p/moe-java MOE_MIGRATED_REVID=56561448,{},
33,15174863,SUCCESS,16.0,Add alwaysOnTop methods to Chrome app window extern definitions. ------------- Created by MOE: http://code.google.com/p/moe-java MOE_MIGRATED_REVID=56555337,{},
34,1d387386,SUCCESS,17.0,Fix mergeMapSection: Extensions are now added ------------- Created by MOE: http://code.google.com/p/moe-java MOE_MIGRATED_REVID=56543564,{},
35,da3b3911,SUCCESS,16.0,[FUZZER] Handle catch parameters ------------- Created by MOE: http://code.google.com/p/moe-java MOE_MIGRATED_REVID=56535745,{},
36,17e49a2e,SUCCESS,15.0,Add an option to the Closure Compiler to preserve goog requires instead of always stripping them in the ProcessClosurePrimitives compiler pass. ------------- Created by MOE: http://code.google.com/p/moe-java MOE_MIGRATED_REVID=56533547,{},
37,7a029878,SUCCESS,16.0,[FUZZER] All references of java.util.Stack are now replaced with Deque and ArrayList.,{},
38,72072271,SUCCESS,17.0,[FUZZER] Make loop/switch nesting and labels pushed and popped with symbol table ------------- Created by MOE: http://code.google.com/p/moe-java MOE_MIGRATED_REVID=56475065,{},
39,bb915233,SUCCESS,16.0,[FUZZER] Make the Driver more configurable ------------- Created by MOE: http://code.google.com/p/moe-java MOE_MIGRATED_REVID=56381862,{},
40,02067aac,SUCCESS,16.0,Remove duplicate definition in webkit_dom.js extern.,{},
41,c38e3ee7,SUCCESS,16.0,Add getVideoLoadedFraction to google_youtube_iframe.js externs ------------- Created by MOE: http://code.google.com/p/moe-java MOE_MIGRATED_REVID=56314373,{},
42,b731d08e,SUCCESS,17.0,[FUZZER],{},
43,8328c943,SUCCESS,17.0,Updated notification API externs to add missing definitions from the current HTML5 notification spec. ------------- Created by MOE: http://code.google.com/p/moe-java MOE_MIGRATED_REVID=56278111,{},
44,1eed1453,SUCCESS,16.0,"Fix bad use of String.replaceFirst in goog.scope handling which causes a compile time exception when types contain ""$"" or other special characters. ------------- Created by MOE: http://code.google.com/p/moe-java MOE_MIGRATED_REVID=56235821",{},
45,3a3ddcac,SUCCESS,16.0,Automated g4 rollback of changelist 56200398.,{},
46,ba1aecb5,SUCCESS,17.0,Automated g4 rollback of changelist 56196697.,{},
47,9e3ffeda,SUCCESS,15.0,Ignore references on the right hand side of instanceof in CrossModuleCodeMotion.,{},
48,e00a1b1a,SUCCESS,17.0,Add console as a global extern,{},
49,73a5b1b3,SUCCESS,16.0,"Fix two issues with folding switches with constant conditions: 1) synthetic (unremovable) blocks where left in the AST after inlining a case block 2) breaks with labels were being removed, which could change the control flow.",{},
50,9e8078b8,SUCCESS,16.0,Remove unused NodeUtil method. ------------- Created by MOE: http://code.google.com/p/moe-java MOE_MIGRATED_REVID=56190217,{},
51,324a38e3,SUCCESS,17.0,[FUZZER] The driver now is able to accept compilation level from commandline ------------- Created by MOE: http://code.google.com/p/moe-java MOE_MIGRATED_REVID=56188780,{},
52,7d26b7bc,SUCCESS,16.0,Tweak the grammar for this/new types. Fixes issue 1105 R=johnlenz,{},
53,bb893266,SUCCESS,17.0,Synchronize on DiagnosticGroup.forType. Fixes issue 1124 R=johnlenz,{},
54,471f3944,SUCCESS,17.0,Add unusedPrivateMembers as a valid @suppress annotation. ------------- Created by MOE: http://code.google.com/p/moe-java MOE_MIGRATED_REVID=56119069,{},
55,f789ca32,SUCCESS,16.0,Remove contrib/externs/angular.js from Closure Compiler.,{},
56,8b18421a,SUCCESS,16.0,[FUZZER] Making the name of function expression only visible in the function ------------- Created by MOE: http://code.google.com/p/moe-java MOE_MIGRATED_REVID=56097153,{},
57,e2e531de,SUCCESS,16.0,Add DOM extern Window.prototype.crypto.getRandomValues to global html5.js externs list. ------------- Created by MOE: http://code.google.com/p/moe-java MOE_MIGRATED_REVID=56090930,{},
58,ccab7d2d,SUCCESS,16.0,[FUZZER] Use a number generator to generate unique identifiers ------------- Created by MOE: http://code.google.com/p/moe-java MOE_MIGRATED_REVID=56016705,{},
59,ca9ff5c0,SUCCESS,17.0,Adds chrome.idle.setDetectionInterval method to chrome_extensions.js,{},
60,038da211,SUCCESS,15.0,Automated g4 rollback of changelist 53524738.,{},
61,94623ace,SUCCESS,16.0,[FUZZER] Bug fixes and some driver tunings. ------------- Created by MOE: http://code.google.com/p/moe-java MOE_MIGRATED_REVID=55949328,{},
62,b1aab23b,SUCCESS,16.0,Bail out on overly complex control flow. ------------- Created by MOE: http://code.google.com/p/moe-java MOE_MIGRATED_REVID=55947259,{},
63,d0e80c9f,SUCCESS,16.0,[FUZZER],{},
64,86dcf8c1,SUCCESS,16.0,Make the getBestJsDocInfo function public in NodeUtil. ------------- Created by MOE: http://code.google.com/p/moe-java MOE_MIGRATED_REVID=55943025,{},
65,f526a0e6,SUCCESS,16.0,Add browser prefixed page visibility API externs.,{},
66,f151415b,SUCCESS,17.0,Update disambiguate properties for templatized types.  We were lucky to get this far without encountering this. ------------- Created by MOE: http://code.google.com/p/moe-java MOE_MIGRATED_REVID=55890974,{},
67,45550275,SUCCESS,16.0,Add notify parameter to angularjs promise externs ------------- Created by MOE: http://code.google.com/p/moe-java MOE_MIGRATED_REVID=55880614,{},
68,ed2aa831,SUCCESS,16.0,Fixing failed tests ------------- Created by MOE: http://code.google.com/p/moe-java MOE_MIGRATED_REVID=55827846,{},
69,9fd1bc88,SUCCESS,17.0,[FUZZER],{},
70,24ce64eb,SUCCESS,16.0,Deprecate some gears stuff in hopes it will go away. ------------- Created by MOE: http://code.google.com/p/moe-java MOE_MIGRATED_REVID=55816165,{},
71,4cf7d0cb,SUCCESS,16.0,Automated g4 rollback of changelist 51669737.,{},
72,35641d5b,SUCCESS,16.0,Add @enhance tags ------------- Created by MOE: http://code.google.com/p/moe-java MOE_MIGRATED_REVID=55795782,{},
73,f69a7648,SUCCESS,16.0,Add a package private setTypeRegistry() function to Compiler ------------- Created by MOE: http://code.google.com/p/moe-java MOE_MIGRATED_REVID=55790377,{},
74,58cc6a15,SUCCESS,16.0,Externs for Maps API v3.14.11. ------------- Created by MOE: http://code.google.com/p/moe-java MOE_MIGRATED_REVID=55762501,{},
75,579770a0,SUCCESS,15.0,Add console as a global extern R=johnlenz,{},
76,cfbbc423,SUCCESS,16.0,Detects whether invocations of the method goog.string.Const.from are done with an argument which is a string literal.,{},
77,7de1c16b,SUCCESS,17.0,Add a dummy pass before type checking. ------------- Created by MOE: http://code.google.com/p/moe-java MOE_MIGRATED_REVID=55743562,{},
78,24d0c250,SUCCESS,16.0,Generating different types of statements ------------- Created by MOE: http://code.google.com/p/moe-java MOE_MIGRATED_REVID=55644495,{},
79,1bc72953,SUCCESS,15.0,"Added support for extension fields based on V3 proposal. Currently, in gwt, we need this support to add custom fields. ------------- Created by MOE: http://code.google.com/p/moe-java MOE_MIGRATED_REVID=55572508",{},
80,72d1ff66,SUCCESS,16.0,Extend jasmine externs. ------------- Created by MOE: http://code.google.com/p/moe-java MOE_MIGRATED_REVID=55553128,{},
81,77fdb1d6,SUCCESS,15.0,Cross module method motion should not try to move prototype methods redeclared in different modules. ------------- Created by MOE: http://code.google.com/p/moe-java MOE_MIGRATED_REVID=55515819,{},
82,13fb7fcb,SUCCESS,16.0,Handle function declarations in ScopedAliases. Fixes issue 1111 R=johnlenz,{},
83,59178171,SUCCESS,15.0,Speed up parsing a bit. Fixes issue 1120 R=johnlenz,{},
84,a84bb139,SUCCESS,16.0,Fix HTMLEmbedElement#postMessage's signature. Turns out it also accepts !Objects. ------------- Created by MOE: http://code.google.com/p/moe-java MOE_MIGRATED_REVID=55513148,{},
85,ff1a1f4d,SUCCESS,16.0,Add chrome.mediaGalleriesPrivate to the Chrome Extensions externs. ------------- Created by MOE: http://code.google.com/p/moe-java MOE_MIGRATED_REVID=55509123,{},
86,2940015f,SUCCESS,17.0,Add some documentation for properties in HTMLMediaElement.,{},
87,a06723dc,SUCCESS,16.0,Add chrome.musicManagerPrivate to the Chrome Extensions externs. ------------- Created by MOE: http://code.google.com/p/moe-java MOE_MIGRATED_REVID=55505633,{},
88,a543602d,SUCCESS,16.0,Whitelist @wizmodule in the compiler. ------------- Created by MOE: http://code.google.com/p/moe-java MOE_MIGRATED_REVID=55501190,{},
89,797e1e18,SUCCESS,16.0,Add externs for chrome.notifications to chrome_extensions.js. ------------- Created by MOE: http://code.google.com/p/moe-java MOE_MIGRATED_REVID=55495715,{},
90,89b110ec,SUCCESS,15.0,"Add HTMLEmbedElement#postMessage to the Chrome externs. Note that this is included only for Chrome because it is only available when used to communicate with NaCl modules, a Chrome-only feature. ------------- Created by MOE: http://code.google.com/p/moe-java MOE_MIGRATED_REVID=55493690",{},
91,8af28ef1,SUCCESS,16.0,Add chrome.alarms to the externs list in chrome_extensions.js. ------------- Created by MOE: http://code.google.com/p/moe-java MOE_MIGRATED_REVID=55492896,{},
92,c7b6adfc,SUCCESS,16.0,Automated g4 rollback of changelist 55455272.,{},
93,a95f4c8b,SUCCESS,16.0,Added another smart name removal pass before disambiguation. ------------- Created by MOE: http://code.google.com/p/moe-java MOE_MIGRATED_REVID=55455272,{},
94,d230ec91,SUCCESS,16.0,Fixing w3c_audio.js to conform with the lastest draft of the Web Audio API.,{},
95,c467e81b,SUCCESS,16.0,Update the experimental parser license and open source it. ------------- Created by MOE: http://code.google.com/p/moe-java MOE_MIGRATED_REVID=55452226,{},
96,6f981f77,SUCCESS,15.0,Restrict goog.isArray to * properly. Fixes issue 1114 R=blickly,{},
97,450f0f6e,SUCCESS,15.0,Handle /**/ comments correctly. Fixes issue 1116 R=blickly,{},
98,16650461,SUCCESS,15.0,Create a command-line option for the tracer.,{},
99,f385ac81,SUCCESS,15.0,First CL on the Compiler fuzzer.,{},
100,3ba75ba6,SUCCESS,15.0,Check for unnecessary casts in the TypeCheck pass. ------------- Created by MOE: http://code.google.com/p/moe-java MOE_MIGRATED_REVID=55127225,{},
101,997e341f,SUCCESS,16.0,Automated g4 rollback of changelist 54802220.,{},
102,1a19755e,SUCCESS,15.0,Add ECMA-402 definition of Date.toLocaleString ------------- Created by MOE: http://code.google.com/p/moe-java MOE_MIGRATED_REVID=55041968,{},
103,62c10bba,SUCCESS,15.0,chrome.fileSystem API: Revise the use of Entry vs. FileEntry and allow nullable Entry in chooseEntry callback.,{},
104,97dd58d5,SUCCESS,15.0,Fix wrong declaration in w3c_audio.js.,{},
105,d1604d71,SUCCESS,15.0,"Add on, off, and triggerHandler methods to angular.JQLite typedef. ------------- Created by MOE: http://code.google.com/p/moe-java MOE_MIGRATED_REVID=54911107",{},
106,9c0ff0c6,SUCCESS,15.0,Externs file for the latest version of underscore (1.5.2). ------------- Created by MOE: http://code.google.com/p/moe-java MOE_MIGRATED_REVID=54891014,{},
107,44c585c1,SUCCESS,15.0,Automated g4 rollback of changelist 54802220.,{},
108,45bcdfe6,SUCCESS,15.0,Check for unnecessary casts in the TypeCheck pass. ------------- Created by MOE: http://code.google.com/p/moe-java MOE_MIGRATED_REVID=54802220,{},
109,89a503cf,SUCCESS,15.0,"As per discussion, change the JSDoc parser to allow multiple annotation per line. ------------- Created by MOE: http://code.google.com/p/moe-java MOE_MIGRATED_REVID=54787789",{},
110,d53de0b8,SUCCESS,15.0,Add chrome.fileSystem API. ------------- Created by MOE: http://code.google.com/p/moe-java MOE_MIGRATED_REVID=54786845,{},
111,8a75a2f0,SUCCESS,16.0,Add DOM traversal interface to javascript externs -- adds createNodeIterator and createTreeWalker. ------------- Created by MOE: http://code.google.com/p/moe-java MOE_MIGRATED_REVID=54682338,{},
112,e47719c2,SUCCESS,15.0,Remove incorrect @override declaration on MessageEvent.prototype.initMessageEvent. ------------- Created by MOE: http://code.google.com/p/moe-java MOE_MIGRATED_REVID=54602128,{},
113,3f21a716,SUCCESS,15.0,Remove trailing space.,{},
114,20d7f319,SUCCESS,15.0,Added missing chrome.tabs.onReplaced extern. ------------- Created by MOE: http://code.google.com/p/moe-java MOE_MIGRATED_REVID=54199598,{},
115,0750653d,SUCCESS,15.0,Fix infinite rotation issue.,{},
116,158d0e0a,SUCCESS,16.0,Jasmine: Add an extern for this.message in a custom matcher.,{},
117,c16f06e5,SUCCESS,15.0,Fix angular.js externs. ------------- Created by MOE: http://code.google.com/p/moe-java MOE_MIGRATED_REVID=54004478,{},
118,e0caae9d,SUCCESS,15.0,Fix up some style/unused code issues found by eclipse. ------------- Created by MOE: http://code.google.com/p/moe-java MOE_MIGRATED_REVID=53997317,{},
119,1e4e2eb9,SUCCESS,15.0,Add $sce service to angular.js ------------- Created by MOE: http://code.google.com/p/moe-java MOE_MIGRATED_REVID=53994227,{},
120,91f60d91,SUCCESS,16.0,Fix broken link to the 'Port' type. ------------- Created by MOE: http://code.google.com/p/moe-java MOE_MIGRATED_REVID=53932537,{},
121,8f588e11,SUCCESS,15.0,"Recognize the ""in"" keyword as able to throw exceptions. Warn about use of the ""in"" keyword to test for properties on immutable objects.",{},
122,b168c882,SUCCESS,15.0,Don't infer class template keys when inferring method template keys. Fixes issue 1058. ------------- Created by MOE: http://code.google.com/p/moe-java MOE_MIGRATED_REVID=53874505,{},
123,fb0f2fd8,SUCCESS,16.0,Resolve template types when a concrete subtype has templatized super class or implements a templated interface. ------------- Created by MOE: http://code.google.com/p/moe-java MOE_MIGRATED_REVID=53861826,{},
124,9ef14f29,SUCCESS,16.0,"""@const @type {type}"" -> ""@const {type}""",{},
125,095d48c0,SUCCESS,15.0,Fix a bug when no var is synthesized for arguments.,{},
126,0fb76a81,SUCCESS,16.0,"This change had to be rolled-back, since it breaks some users of the Java API. See the updated comment and new test case for reasoning.",{},
127,fa1e469d,SUCCESS,16.0,"Fix annotation of chrome permissions apis: Permissions is not an actual type, but a pseudo-type describing an array with a particular set of values. ------------- Created by MOE: http://code.google.com/p/moe-java MOE_MIGRATED_REVID=53734179",{},
128,96657fee,SUCCESS,15.0,Fix the function signature for WebGLContextEvent ------------- Created by MOE: http://code.google.com/p/moe-java MOE_MIGRATED_REVID=53706870,{},
129,f5811fb6,SUCCESS,15.0,Extend the jasmine externs.,{},
130,c54f3886,SUCCESS,16.0,Add a typedef for Thenable objects to externs.,{},
131,5f03c681,SUCCESS,15.0,"SmartNamePass shouldn't record assignment dependencies if the rhs is a call. The rhs is used by the context, so we don't want it removed if the lhs isn't used.",{},
132,a44af454,SUCCESS,16.0,type-checking return types declared by inline JsDocs ------------- Created by MOE: http://code.google.com/p/moe-java MOE_MIGRATED_REVID=53677460,{},
133,8635b820,SUCCESS,15.0,Allow the unknown type and record types in inline type annotations. ------------- Created by MOE: http://code.google.com/p/moe-java MOE_MIGRATED_REVID=53614784,{},
134,87071ddf,SUCCESS,15.0,The error level shouldn't effect compiler output. Fixes issue 1079,{},
135,f081cda1,SUCCESS,15.0,AngularJS externs: angular.Module.controller() accepts a map of controllers. ------------- Created by MOE: http://code.google.com/p/moe-java MOE_MIGRATED_REVID=53549075,{},
136,4597738e,SUCCESS,16.0,Automated g4 rollback of changelist 53511956.,{},
137,2d6e1c78,SUCCESS,15.0,Fix memory leak from Tracer.ThreadTrace when useThreads is set to false.,{},
138,6673100f,SUCCESS,16.0,Update Closure Compiler to Guava 15.0 ------------- Created by MOE: http://code.google.com/p/moe-java MOE_MIGRATED_REVID=53514722,{},
139,c5bd6433,SUCCESS,16.0,Add optional varargs to toDataURL.,{},
140,35085265,SUCCESS,15.0,Fix links in w3c_xml.js. ------------- Created by MOE: http://code.google.com/p/moe-java MOE_MIGRATED_REVID=53512188,{},
141,b80dfd3b,SUCCESS,15.0,Nerf direct function inlining when the function be inlined has side-effects and the call arguments can be effected. Fixes issue 1101 ------------- Created by MOE: http://code.google.com/p/moe-java MOE_MIGRATED_REVID=53511956,{},
142,b9262dcd,SUCCESS,15.0,"Change parameter type of IDBObjectStore.get, IDBIndex.get and IDBIndex.getKey to accept a key range, according to W3C spec. ------------- Created by MOE: http://code.google.com/p/moe-java MOE_MIGRATED_REVID=53485436",{},
143,911b2d64,SUCCESS,15.0,ReplaceMessagesForChrome: Don't include the same placeholder twice in the array passed to chrome.i18n.getMessage. ------------- Created by MOE: http://code.google.com/p/moe-java MOE_MIGRATED_REVID=53406080,{},
144,d2b3ca66,SUCCESS,15.0,Make sure ScopedAliases doesn't crash when there's a dangling var ref. Fixes issue 1103 R=dimvar,{},
145,095dd84b,SUCCESS,16.0,Add support for pointerEvents in the externs.,{},
146,27b359ac,SUCCESS,15.0,"Add externs for DataTransferItem and DataTransferItemList, needed for doing file-based drag and drop. ------------- Created by MOE: http://code.google.com/p/moe-java MOE_MIGRATED_REVID=53338211",{},
147,a60ae8fb,SUCCESS,15.0,Automated g4 rollback of changelist 53276252.,{},
148,b2be0209,SUCCESS,15.0,Automated g4 rollback of changelist 53272242.,{},
149,1d8928bf,SUCCESS,16.0,Fix the resolution of template types in inherited methods and similiar. ------------- Created by MOE: http://code.google.com/p/moe-java MOE_MIGRATED_REVID=53272242,{},
150,4a62ee4b,SUCCESS,15.0,Add history.state to html5 externs,{},
151,d8d30abf,SUCCESS,15.0,"Adding @jaggerInject, @jaggerProvide, @jaggerModule tags. ------------- Created by MOE: http://code.google.com/p/moe-java MOE_MIGRATED_REVID=53164317",{},
152,a555e3fd,SUCCESS,16.0,Clean up usage of the default output stream. Fixes issue 1007.,{},
153,8d49a06c,SUCCESS,15.0,Automated g4 rollback of changelist 53051786.,{},
154,6994cf3a,SUCCESS,16.0,Add playbackRate methods to the YouTube iframe player externs. ------------- Created by MOE: http://code.google.com/p/moe-java MOE_MIGRATED_REVID=53062176,{},
155,2dc20052,SUCCESS,15.0,Automated g4 rollback of changelist 53046409.,{},
156,48575912,SUCCESS,15.0,Improve the error message when a variable is referenced in the externs. ------------- Created by MOE: http://code.google.com/p/moe-java MOE_MIGRATED_REVID=53046409,{},
157,37880c30,SUCCESS,15.0,Clean up usage of the default output stream. Fixes issue 1007. R=blickly,{},
158,f652e396,SUCCESS,16.0,Minor fixes for the Pretty Printer. ------------- Created by MOE: http://code.google.com/p/moe-java MOE_MIGRATED_REVID=52580327,{},
159,4a024e7b,SUCCESS,16.0,Add goog.asserts.assertElement() to JS Compiler assertion functions so we get code removal. ------------- Created by MOE: http://code.google.com/p/moe-java MOE_MIGRATED_REVID=52527693,{},
160,038eea20,SUCCESS,14.0,"Disable ""rewrite function expressions"".  This has a bad code size to performance trade off: it doesn't have a consistent post-gzip code size win and can have a huge impact on performance ------------- Created by MOE: http://code.google.com/p/moe-java MOE_MIGRATED_REVID=52464785",{},
161,5e1a997d,SUCCESS,14.0,Java readability ------------- Created by MOE: http://code.google.com/p/moe-java MOE_MIGRATED_REVID=52400888,{},
162,358665e7,SUCCESS,15.0,Fix copy-pasted comment. ------------- Created by MOE: http://code.google.com/p/moe-java MOE_MIGRATED_REVID=52286365,{},
163,0134bb46,SUCCESS,16.0,"Add ""resize"" property to CssProperties extern definition. Fixes issue 1069 ------------- Created by MOE: http://code.google.com/p/moe-java MOE_MIGRATED_REVID=52122547",{},
164,00e6fca2,SUCCESS,14.0,Java readability ------------- Created by MOE: http://code.google.com/p/moe-java MOE_MIGRATED_REVID=52077268,{},
165,b8b37e1e,SUCCESS,16.0,Adds ArrayBufferView to XMLHttpRequest.send() argument type. ------------- Created by MOE: http://code.google.com/p/moe-java MOE_MIGRATED_REVID=52071506,{},
166,e03b9c35,SUCCESS,15.0,Fix @dispose for custom disposables.,{},
167,951f0a85,SUCCESS,15.0,Add a unit test showing skipping parameters in function signatures. ------------- Created by MOE: http://code.google.com/p/moe-java MOE_MIGRATED_REVID=52061244,{},
168,670fe84f,SUCCESS,15.0,Make JS Compiler CodePrinter public. ------------- Created by MOE: http://code.google.com/p/moe-java MOE_MIGRATED_REVID=52050801,{},
169,9ccce4d6,SUCCESS,15.0,"Make ""chrome"" available via window.top. ------------- Created by MOE: http://code.google.com/p/moe-java MOE_MIGRATED_REVID=51979465",{},
170,d69736d4,SUCCESS,15.0,Fix typos in device_sensor_event externs.,{},
171,561f18d0,SUCCESS,15.0,Extern visualRefresh per request.,{},
172,e1bbbfc1,SUCCESS,15.0,Update AngularJS externs to make HttpPromise success and error callbacks chainable.,{},
173,aff7bec2,SUCCESS,15.0,Fix mistaken double-negative in VarCheck error message. ------------- Created by MOE: http://code.google.com/p/moe-java MOE_MIGRATED_REVID=51901961,{},
174,b19e60ac,SUCCESS,15.0,Update description for MessageEvent.prototype.source.,{},
175,f0a879ec,SUCCESS,15.0,Automated g4 rollback of changelist 51541850.,{},
176,2fea1420,SUCCESS,16.0,Automated g4 rollback of changelist 51660815.,{},
177,1b63ec4d,SUCCESS,16.0,Rotate commutative operators to eliminate parens.,{},
178,c070afd1,SUCCESS,15.0,Add support for replacing templates within record types. ------------- Created by MOE: http://code.google.com/p/moe-java MOE_MIGRATED_REVID=51660815,{},
179,e966682f,SUCCESS,15.0,Fix NPE in AttachJsDoc. Fixes issue 1073. R=blickly,{},
180,871bca1f,SUCCESS,15.0,Rejigger type name printing. Fixes issue 1047 R=johnlenz,{},
181,6c431344,SUCCESS,15.0,Compute the correct length of THROW nodes. Fixes issue 1072 R=blickly,{},
182,c347531a,SUCCESS,15.0,Remove warnings for unknown parameter type and unknown return type in extern exports pass. ------------- Created by MOE: http://code.google.com/p/moe-java MOE_MIGRATED_REVID=51612072,{},
183,fabe711b,SUCCESS,15.0,Move variable redeclaration check from SyntacticScopeCreator to VarCheck. ------------- Created by MOE: http://code.google.com/p/moe-java MOE_MIGRATED_REVID=51577979,{},
184,8a14f3ea,SUCCESS,15.0,"Allow proper inlining of aliases of classes with ""goog.addSingletonGetter"" calls. ------------- Created by MOE: http://code.google.com/p/moe-java MOE_MIGRATED_REVID=51558252",{},
185,294c6d05,SUCCESS,15.0,Automated g4 rollback of changelist 51438644.,{},
186,89507939,SUCCESS,15.0,Add support for TemplateType inferrence within record types. ------------- Created by MOE: http://code.google.com/p/moe-java MOE_MIGRATED_REVID=51541850,{},
187,d2a3c638,SUCCESS,15.0,Allow Date.toLocaleDateString and Date.toLocaleTimeString to take locales and options. ------------- Created by MOE: http://code.google.com/p/moe-java MOE_MIGRATED_REVID=51497268,{},
188,7b76f5a2,SUCCESS,16.0,Also rotate commutative operators to eliminate parens. ------------- Created by MOE: http://code.google.com/p/moe-java MOE_MIGRATED_REVID=51438644,{},
189,007ffafd,SUCCESS,15.0,Adding angular.Directive to externs. ------------- Created by MOE: http://code.google.com/p/moe-java MOE_MIGRATED_REVID=51415963,{},
190,1884ce2d,SUCCESS,15.0,Added some chrome.sockets externs as defined in http://developer.chrome.com/apps/socket.html. ------------- Created by MOE: http://code.google.com/p/moe-java MOE_MIGRATED_REVID=51408701,{},
191,f17961ae,SUCCESS,15.0,Fix DisambiguateProperties handling of quoted properties,{},
192,046e0b22,SUCCESS,15.0,Fix for errors wrt exceptions in the global scope. Fixes issue 1070 R=blickly,{},
