id,commit,build,exec_time,comment,fix
50,59dd42b,FAIL,17.0,"MATH-1011 Delegate method ""nextInt"" in ""RandomDataGenerator"" to method ""sample"" in ""UniformIntegerDistribution"".",{}
51,a614078,FAIL,17.0,"MATH-1011 Replaced implementation (with a more robust one, copied from ""o.a.c.m.random.RandomDataGenerator"").",{}
52,3f173de,FAIL,18.0,"MATH-1008 Created package ""o.a.c.m.fitting.leastsquares"" to contain a modified version of the contents of (to-be-deprecated) ""o.a.c.m.optim.nonlinear.vector"", the main purpose being to provide a new ""fluent"" API (cf. ""withXxx"" methods). Along the way, class ""LevenbergMarquardtOptimizer"" has been further cleaned up (e.g. removing protected fields and deprecated methods and using local variables instead of instance fields). An additional constructor was necessary in ""BaseOptimizer"".",{}
53,a2500c6,FAIL,17.0,Typos.,{}
54,697beb3,FAIL,17.0,Typos.,{}
55,89fbaf6,FAIL,18.0,Fixed checkstyle warnings.,{}
56,5460668,FAIL,17.0,Enabled MathJax in site docs. JIRA: MATH-1006.,{}
57,4e2c1ea,FAIL,18.0,Explicit boxing and unboxing,{}
58,f25ddec,FAIL,17.0,Explicit boxing,{}
59,47482d7,FAIL,17.0,Boxing OK here,{}
60,3e27399,FAIL,18.0,Boxing OK here,{}
61,6781e2a,FAIL,17.0,Unnecessary casts,{}
62,42bbc55,FAIL,17.0,Boxing OK here,{}
63,ff972f0,FAIL,19.0,Boxing OK here,{}
64,c963aab,FAIL,18.0,Boxing OK here,{}
65,f525b42,FAIL,17.0,Unnecessary casts,{}
66,6fa4091,FAIL,17.0,Needs SVNUID; unnecessary casts,{}
67,2a69236,FAIL,17.0,Unnecessary SVNUID (class not serializable),{}
68,1c1639a,FAIL,18.0,"""final"" keyword.",{}
69,0f335c7,FAIL,17.0,Simplify: no need to unbox the Integers just to compare values,{}
70,f7c1739,FAIL,17.0,Added test to confirm null contract. JIRA: MATH-1007.,{}
71,2387b3c,FAIL,16.0,Forgot @since markers,{}
72,d163ec0,FAIL,17.0,MATH-1007 Add mode function to StatUtils class,{}
73,86d6c08,FAIL,18.0,Simplify and eliminate boxing warning,{}
74,025c5ef,FAIL,17.0,Spare semi,{}
75,a7013e2,FAIL,17.0,Simplify and eliminate boxing warning,{}
76,4c8aa8c,FAIL,17.0,Javadoc syntax,{}
77,9a6906b,FAIL,17.0,Unused imports,{}
78,e3448f0,FAIL,17.0,Update to CP32,{}
79,a3dfabc,SUCCESS,18.0,Enabled LaTeX expressions in javadoc via MathJax. JIRA: MATH-1006.,{}
80,4460156,SUCCESS,18.0,Removed trailing whitespace.,{}
81,2a89064,SUCCESS,18.0,typos,{}
82,ac5b0fc,SUCCESS,17.0,Javadoc clarifications,{}
83,54540b3,SUCCESS,17.0,Test non-Comparable parameters for Pct and CumPct,{}
84,5e2b0fb,SUCCESS,17.0,Add some tests of NaNs,{}
85,734d92b,SUCCESS,18.0,Drop the alternate commented approach,{}
86,3cef1d6,SUCCESS,18.0,Missing @Override,{}
87,2983371,SUCCESS,17.0,Make boxing explicit,{}
88,21baa96,SUCCESS,17.0,MATH-1000 Add mode function to Frequency class,{}
89,92c4697,SUCCESS,17.0,MATH-1005 Array of length 1 must be handled as a special case.,{}
90,de42095,SUCCESS,17.0,Fixed moved URL of the reference paper about automatic differentiation.,{}
91,d372fd0,SUCCESS,17.0,Missing javadoc @param.,{}
92,4a203dc,SUCCESS,17.0,Unneeded imports.,{}
93,f92c335,SUCCESS,17.0,Turn fixed values into constants,{}
94,1cef886,SUCCESS,17.0,Turn fixed values into constants,{}
95,2ca4468,SUCCESS,18.0,Oops - accidentally committed test for new method that's not yet added,{}
96,e80ef47,SUCCESS,17.0,"Annotation ""@Override"" cannot be used here (Java 5).",{}
97,a86288b,SUCCESS,17.0,MATH-997 Gauss-Hermite quadrature scheme.,{}
98,5221d07,SUCCESS,18.0,Fix copy&paste error in release howto.,{}
99,12e7749,SUCCESS,17.0,"The values are constants, so make them so",{}
100,15339c0,SUCCESS,17.0,Avoid Findbugs dead store warnings,{}
101,0ca7d02,SUCCESS,18.0,Spell it out - easier to read,{}
102,1c8b410,SUCCESS,17.0,"""final"" keyword.",{}
103,30f61ed,SUCCESS,17.0,Tab police,{}
104,81aa19e,SUCCESS,17.0,Missing @Override,{}
105,8d91da2,SUCCESS,17.0,Missing @Deprecated tags,{}
106,b2d0c9b,SUCCESS,18.0,MATH-995 Javadoc: added warning about wrong usage.,{}
107,f0c3826,SUCCESS,17.0,Add svn:keywords.,{}
108,8613b13,SUCCESS,17.0,Fix TODO after the referenced issue has been resolved.,{}
109,73181ab,SUCCESS,17.0,Suppress unused warning in test code.,{}
110,8ed4731,SUCCESS,17.0,Fix some warnings in test code.,{}
111,1324363,SUCCESS,18.0,Add a formatting break.,{}
112,633c613,SUCCESS,17.0,Do sanity checks first to prevent NullPointerException.,{}
113,0a7aaae,SUCCESS,18.0,"""final"" keyword.",{}
114,7649266,SUCCESS,17.0,MATH-995 Unit test.,{}
115,80384c4,SUCCESS,17.0,MATH-993 Moved convergence check block to allow returning before an exception would be raised.,{}
116,a50ec42,SUCCESS,18.0,MATH-991 Method to check whether a point is within the interpolation range.,{}
117,dd7d68a,SUCCESS,17.0,MATH-989 Added method to check whether a point is within the interpolation range.,{}
118,1f84813,SUCCESS,17.0,MATH-990 Reduced amount of copying. Moved consistency checks out of the double loop.,{}
119,a818970,SUCCESS,17.0,Unit test.,{}
120,9504290,SUCCESS,18.0,Javadoc. Variable names.,{}
121,1676524,SUCCESS,17.0,Small improvements to the examples.,{}
122,3eea557,SUCCESS,16.0,"[MATH-851] Fix formatting, code style, improve loops.",{}
123,803669e,SUCCESS,16.0,Removed branching.,{}
124,2fd2fdf,SUCCESS,17.0,Fixed wrong first iteration for midpoint integrator.,{}
125,55b69a5,SUCCESS,17.0,Multiple computations of the same value.,{}
126,18e0885,SUCCESS,17.0,Base class is not immutable.,{}
127,e74f252,SUCCESS,17.0,Avoid unnecessary instance variable.,{}
128,0c82ade,SUCCESS,17.0,Added midpoint integration method.,{}
129,277e617,SUCCESS,18.0,Fixed NullPointerException in 2D and 3D sub-line intersections.,{}
130,d609e65,SUCCESS,17.0,"Added append method to SimpleRegression, making this class map/reducible. JIRA: MATH-987 Contributed by Ajo Fod",{}
131,6921a39,SUCCESS,17.0,updated to commons-parent 30 (with JaCoCo support),{}
132,3348d51,SUCCESS,18.0,Removed import static.,{}
133,a67fb14,SUCCESS,16.0,"Replace wildcard imports, add final declarations.",{}
134,f2de79d,SUCCESS,17.0,Make test reproducible.,{}
135,76c6f56,SUCCESS,16.0,Replaced unit tests.,{}
136,7f930ae,SUCCESS,16.0,"Added append method to StorelessCovariance, making this class map/reducible. JIRA: MATH-978 Contributed by Ajo Fod",{}
137,8e68755,SUCCESS,17.0,Unit tests.,{}
138,6bffa0e,SUCCESS,15.0,Fix mistake in code introduced in r1488025.,{}
139,79f57d7,SUCCESS,17.0,MATH-985 Failing unit tests that must be replaced.,{}
140,9d25167,SUCCESS,16.0,"MATH-985 Fixed wrong indexing. Unit tests that now fail set to ""@Ignore"".",{}
141,fad32c1,SUCCESS,16.0,Use binary search for scanning the table of interpolation intervals.,{}
142,2732c85,SUCCESS,18.0,Hard-coded number.,{}
143,9dc18c6,SUCCESS,17.0,"[MATH-851] Added method MathArrays.convolve, thanks to Clemens Novak for the patch.",{}
144,5ee79e5,SUCCESS,16.0,Fix some findbugs warnings wrt input streams.,{}
145,ae0435a,SUCCESS,16.0,Add reference to the java code used to generate the figure.,{}
146,79c3286,SUCCESS,17.0,Updated user guide page for distributions with updated classnames.,{}
147,a032121,SUCCESS,16.0,"[MATH-977] Completed HaltonSequence generator, adding test.",{}
148,69984ff,SUCCESS,17.0,Added section about low-discrepancy sequences to user-guide.,{}
149,c6c8aea,SUCCESS,16.0,Rename userguide examples.,{}
150,3bdf9f7,SUCCESS,15.0,Fixed javadoc error.,{}
151,8536c9b,SUCCESS,15.0,Add support for creating screenshots.,{}
152,bedb466,SUCCESS,16.0,userguide: add samples for various RandomVectorGenerator implementations (e.g. low discrepancy vs. uniform).,{}
153,c0a9558,SUCCESS,16.0,[MATH-977] Added implementation of a HaltonSequence.,{}
154,ecf79d0,SUCCESS,16.0,small fixes,{}
155,56d20c1,SUCCESS,16.0,Added first sample code to be included in the userguide.,{}
156,85ff922,SUCCESS,16.0,LANG-894 some doap files have incorrect download page,{}
157,673fa25,SUCCESS,15.0,MATH-976 Create a new release artefact.,{}
158,174d7e6,SUCCESS,15.0,"MATH-975 Throw ""SingularMatrixException"" instead of computing a meaningless value.",{}
159,52b73a9,SUCCESS,16.0,Improve gray code calculation.,{}
160,e4304fa,SUCCESS,16.0,Remove unused import.,{}
161,733ec7c,SUCCESS,16.0,[MATH-826] Added SobolSequenceGenerator.,{}
162,7b59404,SUCCESS,16.0,[MATH-973] Added GeometricDistribution. Thanks to Mauro Tortonesi.,{}
163,a1d24df,SUCCESS,16.0,[MATH-968] Added ParetoDistribution.,{}
164,c228c1f,SUCCESS,16.0,Javadoc.,{}
165,d85d76d,SUCCESS,16.0,"MATH-874 First steps in updating the ""optimization"" section of the userguide. Moved ""fitting"" to its own section.",{}
166,c8beebc,SUCCESS,16.0,[MATH-962] Added clarification to the javadoc of VectorFormat and derived classes.,{}
167,5e23755,SUCCESS,16.0,[MATH-898] Finish FuzzyKMeans clustering algorithm.,{}
168,fc10c53,SUCCESS,16.0,[MATH-898] Add initial tests for fuzzy clusterer.,{}
169,c7f3ba9,SUCCESS,16.0,[MATH-898] Add implementation of fuzzy k-means clusterer.,{}
170,a3294d8,SUCCESS,16.0,Fixed inconsistency preventing use of secondary states in ODE events.,{}
171,365a42b,SUCCESS,16.0,Remove unused import.,{}
172,03c36c9,SUCCESS,16.0,Updated [math] specific release howto.,{}
173,33cf091,SUCCESS,16.0,preparing changes.xml for next release,{}
174,0c57fad,SUCCESS,16.0,New target for deploying the web site.,{}
175,032b2c6,SUCCESS,16.0,increment version number after 3.2 release,{}
176,2f9df81,SUCCESS,16.0,Reverting version to 3.2-SNAPSHOT after tag creation.,{}
177,1b9a586,SUCCESS,17.0,Preparing RC5 for release 3.2.,{}
178,be4b9ef,SUCCESS,15.0,Updated release notes with latest bug fixes.,{}
179,90fb652,SUCCESS,15.0,Scheduled date for 3.2 released pushed to April 6th.,{}
180,4b8cf0c,SUCCESS,16.0,Fixed wrong array dimensions in secondary equations handling.,{}
181,3c23e7a,SUCCESS,16.0,Fixed missing side effects of secondary equations.,{}
182,99aef4e,SUCCESS,16.0,Unit tests.,{}
183,b35d0a2,SUCCESS,16.0,Reverting pom version after tag creation.,{}
184,6d37cca,SUCCESS,16.0,preparing RC4,{}
185,b7977ff,SUCCESS,15.0,updated doap with latest revisions,{}
186,31c8c45,SUCCESS,16.0,adding missing link for 3.2 javadoc,{}
187,1e04a48,SUCCESS,16.0,Reverting pom version after tag creation.,{}
188,1ab8950,SUCCESS,16.0,Bumping version for 3.2 release candidate 3.,{}
189,ca85bc1,SUCCESS,16.0,Improved reporting section in pom.xml.,{}
190,7803e34,SUCCESS,16.0,Missing new lines at end of file.,{}
191,02c690b,SUCCESS,16.0,"Used template, fixed title.",{}
192,a5d0977,SUCCESS,16.0,Minor edit / format improvement to description.,{}
193,53e990d,SUCCESS,15.0,Javadoc fixes.,{}
194,d23332f,SUCCESS,16.0,Minor edits to description.,{}
195,c540f8f,SUCCESS,15.0,Javadoc fix.,{}
196,1d7485a,SUCCESS,16.0,Reverting version to 3.2-SNAPSHOT after tag creation.,{}
197,d1cb752,SUCCESS,15.0,Creating RC2 for release 3.2.,{}
198,f8ef91f,SUCCESS,17.0,Fixed missing change in release notes.,{}
199,b315c9b,SUCCESS,16.0,Reverting version number back to SNAPSHOT.,{}
200,87f4979,SUCCESS,16.0,Bumping version number for official release.,{}
201,813ef69,SUCCESS,16.0,Added description of main 3.2 features in the changelog.,{}
202,f727f77,SUCCESS,16.0,Fixed findbugs warnings.,{}
203,87d1c82,SUCCESS,16.0,Removed unused import.,{}
204,8289cdc,SUCCESS,16.0,Preparing 3.2 release.,{}
205,7308a30,SUCCESS,15.0,Fixe findbugs false positive.,{}
206,91c2be6,SUCCESS,15.0,Fixed findbugs warning.,{}
207,d727f31,SUCCESS,16.0,Fixed PMD warnings.,{}
208,e00851f,SUCCESS,16.0,Small javdoc edits.,{}
209,a429952,SUCCESS,16.0,Small edits.,{}
210,6aa0dc4,SUCCESS,17.0,Fixed javadoc typos.,{}
211,c96fc57,SUCCESS,15.0,Small edits.,{}
212,0d2010f,SUCCESS,16.0,Added missing @since 3.2.,{}
213,50cfc00,SUCCESS,16.0,Made static fields static.,{}
214,0bcd8de,SUCCESS,16.0,Fixed javadoc errors.,{}
215,d234ca6,SUCCESS,16.0,Give Evan credit for recent patch and add him to contributors.,{}
216,9e8309b,SUCCESS,16.0,Spaces.,{}
217,8a6f965,SUCCESS,16.0,Fixed inverse cumulative probability for uniform distribution.,{}
218,685eaa8,SUCCESS,16.0,Adding missing headers.,{}
219,7e2d8b8,SUCCESS,16.0,Added findbugs exlude filter for new DoublePoint class.,{}
220,b9ccbb7,SUCCESS,16.0,[MATH-917] updated changes.xml,{}
221,d1c1405,SUCCESS,16.0,[MATH-917] deprecated old stat.clustering package.,{}
222,0af30cf,SUCCESS,16.0,Add missing closing tag.,{}
223,0c442a2,SUCCESS,16.0,Add clarification about default distance measure to javadoc.,{}
224,4109263,SUCCESS,16.0,[MATH-917] Refactored clustering package to include more distance measures.,{}
225,70ab293,SUCCESS,16.0,[MATH-891] SpearmansCorrelation now works correctly when provided with a NaturalRanking with NaNStrategy.REMOVED.,{}
226,1306141,SUCCESS,15.0,Replaced mask constant by explicit local constants.,{}
227,808691b,SUCCESS,16.0,"MATH-956 Replaced hard-coded numbers with constants from class ""Precision"".",{}
228,3130c9a,SUCCESS,17.0,Fixed loading of test file when path contains a space.,{}
229,6ba5a58,SUCCESS,16.0,FastMath.abs() without branching for float and double primitive types.,{}
230,4f04cb2,SUCCESS,16.0,Fixed tests so they do not use equals on top level classes.,{}
231,2225f34,SUCCESS,16.0,"Improved speed of FastMath.abs methods, by removing branching.",{}
232,cfc714c,SUCCESS,16.0,Improved speed of several FastMath methods.,{}
233,e54a1c9,SUCCESS,16.0,Fixed Complex.reciprocal() for zero argument.,{}
234,f5bcba8,SUCCESS,16.0,Fix up URLs so they point to actual sites; this allows relative URLs to work properly,{}
235,4a765d1,SUCCESS,16.0,Improved speed of FastMath copysign methods.,{}
236,8673fb1,SUCCESS,15.0,Added change for MATH-817.,{}
237,8451c58,SUCCESS,16.0,Clarified origin of the class.,{}
238,f5e42b4,SUCCESS,17.0,Added missing package-info.,{}
239,437df27,SUCCESS,16.0,Typos.,{}
240,00298bf,SUCCESS,16.0,Fix typo.,{}
241,bf7b5c1,SUCCESS,16.0,Formatting und removal of unused import.,{}
242,297e9fd,SUCCESS,16.0,"Add missing version/since tags, throws clauses.",{}
243,ce371c9,SUCCESS,16.0,[MATH-862] Correct fix for matrix dimension check in copySubMatrix.,{}
244,8b0fb3d,SUCCESS,16.0,"MATH-817 Algorithem for fitting of a multivariate normal distributions mixture (implemented by Jared Becksfort). Added ""MixtureMultivariateNormalDistribution"" class as ""syntactic sugar"". Two unit tests are currently set to ""@Ignore"" (because they rely on ""equals"" which the patch did not seem to implement ""equals"" consistently).",{}
245,6d7fe5d,SUCCESS,16.0,Revert fix for MATH-862: it created test regressions.,{}
246,bd45bbd,SUCCESS,15.0,Fix typo.,{}
247,1793c8d,SUCCESS,15.0,[MATH-862] check for rectangular input arrays in copySubMatrix methods.,{}
248,1957877,SUCCESS,15.0,Fixed checkstyle warnings.,{}
249,7de10c8,SUCCESS,16.0,Removed development statement.,{}
250,196a438,SUCCESS,15.0,Removed a spurious @Override.,{}
251,419a052,SUCCESS,15.0,"MATH-949 Increment iteration counter. By default, the maximum number of iterations is ""Integer.MAX_VALUE"".",{}
252,6c9d06a,SUCCESS,17.0,Added a way to trigger only increasing or decreasing events in ODE.,{}
253,1cd68ee,SUCCESS,15.0,Fixed missing update in ODE event handlers.,{}
254,96cd02e,SUCCESS,16.0,Replaced tests predating inference package with Chi-square tests. JIRA: MATH-598.,{}
255,792a0be,SUCCESS,15.0,"Made EmpiricalDistribution smoothing kernel pluggable. To enable subclasses to provide the enclosing distribution's underlying RandomGenerator to distribution constructors, two more changes were required: * In EmpiricalDistribution, the RandomDataGenerator field (randomData) was changed   from private to protected. * The private getRan() method in RandomDataGenerator returning the underlying   RandomGenerator was renamed getRandomGenerator and made public. JIRA: MATH-671",{}
256,f227366,SUCCESS,16.0,Dropped System.out.println from test code.,{}
257,a90e689,SUCCESS,17.0,Added array-scaling methods to MathArrays. Patch provided by Jared Becksfort. JIRA: MATH-877,{}
258,d037aa5,SUCCESS,15.0,Allow direct use of SummaryStatistics in one-way ANOVA.,{}
259,b164140,SUCCESS,16.0,Added missing headers.,{}
260,2cbe8ff,SUCCESS,16.0,Fixed javadoc errors.,{}
261,acb3a83,SUCCESS,16.0,Fixed infinite loop when NaN occurs in singular value decomposition.,{}
262,3f96c7a,SUCCESS,16.0,Added the Lévy distribution.,{}
263,22362f4,SUCCESS,16.0,Use erfinv in the normal distribution.,{}
264,12dfb9f,SUCCESS,16.0,Inverse error function and inverse complementary error function.,{}
265,ca5886b,SUCCESS,15.0,"Renamed Discrete*Distribution to Enumerated*Distribution, improved javadoc, made some exceptions more precise. JIRA: MATH-942.",{}
266,565d8d1,SUCCESS,15.0,Fix Clirr error wrt return type of DiagonalMatrix#copy.,{}
267,13e1e37,SUCCESS,16.0,Extended ranges for FastMath performance tests.,{}
268,1e1b887,SUCCESS,15.0,Finalized implementation of diagonal matrix.,{}
269,94cf734,SUCCESS,17.0,"Formatting, replace <, > with html entities.",{}
270,eaf773a,SUCCESS,16.0,"Fix findbugs warnings: non-serializable field, minor formatting.",{}
271,d6efeb5,SUCCESS,16.0,Fix checkstyle warning: argument hides field.,{}
272,6ea2bf4,SUCCESS,15.0,"Add null check to merge methods, refactor code a bit.",{}
273,a6e271c,SUCCESS,15.0,Added rank revealing QR decomposition.,{}
274,889ff1c,SUCCESS,16.0,ArrayFieldVector can now be constructed from any FieldVector.,{}
275,c11dee3,SUCCESS,16.0,Improved checking of null vector elements.,{}
276,5793cad,SUCCESS,15.0,Filled throws clauses for the analysis package.,{}
277,493b865,SUCCESS,16.0,Removed the log10 declaration in RealFieldElement interface.,{}
278,5e42709,SUCCESS,16.0,Removed implementation-specific doco from interface javadoc.  The impl notes are already in the impl class docs (at least one of them).,{}
279,7a5cb6e,SUCCESS,16.0,Add some recent tags,{}
280,9a59bc1,SUCCESS,15.0,"[MATH-942] Add sample(int, T[]) method, add missing since tags.",{}
281,9aeffe4,SUCCESS,15.0,Added utilities for prime numbers.,{}
282,ce22e65,SUCCESS,16.0,Fixed checkstyle error.,{}
283,c5806b0,SUCCESS,16.0,Removed wrong explanation.,{}
284,c5a4a4f,SUCCESS,16.0,Renamed ExtendedFieldElement into RealFieldElement.,{}
285,56ba368,SUCCESS,15.0,Fixed generation of long random numbers between two bounds.,{}
286,2dda4cf,SUCCESS,16.0,"Fixed CLIRR error, by putting back protected methods.",{}
287,1fd0f7a,SUCCESS,15.0,Added change entry for tests already added in 3.0,{}
288,f895506,SUCCESS,16.0,Add exclude filters for false-positive: serialization is handled by an inner class via readResolve.,{}
289,4ca845c,SUCCESS,15.0,Fixed warnings.,{}
290,d361da0,SUCCESS,15.0,Test new RandomDataGenerator class rather than deprecated RandomImpl.,{}
291,196e631,SUCCESS,17.0,Fixed creation of generic array.,{}
292,5504647,SUCCESS,15.0,Check bounds in multi-start vector optimizers.,{}
293,3078642,SUCCESS,16.0,Added exclude filters for RAT.,{}
294,a58df6c,SUCCESS,16.0,Added Apache license headers.,{}
295,b0fc8e3,SUCCESS,15.0,Added Apache license header.,{}
296,97cf5aa,SUCCESS,16.0,Added Apache license headers.,{}
297,c72bf2d,SUCCESS,15.0,Added Apache license headers.,{}
298,1d4f3a0,SUCCESS,15.0,Added missing Apache license headers.,{}
299,04d9684,SUCCESS,17.0,"removed .svnignore file that made RAT unhappy because of missing license header. The svn:ignore property is still set on the directory, so the file was superfluous.",{}
300,26c817f,SUCCESS,15.0,Fixed javadoc errors.,{}
301,3b21457,SUCCESS,16.0,Fixed false positive findbugs warning.,{}
302,2b7e469,SUCCESS,16.0,Fixed checkstyle warnings.,{}
303,052b3d5,SUCCESS,16.0,Removed redundant public modifiers.,{}
304,1395aed,SUCCESS,16.0,Added missing header.,{}
305,bfb0859,SUCCESS,16.0,Added discrete distributions.,{}
306,d5a5da0,SUCCESS,16.0,Make more specific exclude filter for download cgi.,{}
307,7d8f54c,SUCCESS,16.0,Put back in the -Prelease profile.,{}
308,3b7efc5,SUCCESS,15.0,Exclude download cgi from source distribution.,{}
309,4e0630e,SUCCESS,15.0,Fix first step in release howto.,{}
310,80e065b,SUCCESS,15.0,Fixed abstract test class naming that broke ant builds.,{}
311,c61875d,SUCCESS,16.0,Allow covariance to be computed for one-dimensional variables.,{}
312,de98c0f,SUCCESS,15.0,Fixed accuracy of 3D Line.revert().,{}
313,c929aee,SUCCESS,15.0,Fix typo.,{}
314,c6b4666,SUCCESS,16.0,Improved javadoc to explain how switching functions should behave across events in ODE events detection.,{}
315,85de48c,SUCCESS,15.0,restore download cgi,{}
316,5703963,SUCCESS,16.0,fix links to previous release javadocs,{}
317,c0279a5,SUCCESS,16.0,use last parent,{}
318,dc9eb31,SUCCESS,19.0,Brought back some useful static methods.,{}
319,5876d84,SUCCESS,15.0,Added derivatives evaluation for field Hermite interpolator.,{}
320,171d317,SUCCESS,16.0,New test.,{}
321,79e3caa,SUCCESS,16.0,Removed development traces.,{}
322,6e60dc7,SUCCESS,16.0,Improved test coverage.,{}
323,a71b633,SUCCESS,16.0,Fixed definition of remainder and added missing copySign signature.,{}
324,dcc13b2,SUCCESS,16.0,Added Hermite interpolator for ExtendFieldElement instances.,{}
325,5e90090,SUCCESS,16.0,Added a new ExtendedFieldElement interface.,{}
326,58b32bc,FAIL,11.0,Set up array building methods for generic types.,{}
327,9b5247c,SUCCESS,15.0,Added a conversion from RotationDS to Rotation.,{}
328,16361b8,SUCCESS,16.0,Typo.,{}
329,89b3b73,SUCCESS,15.0,Added partial derivatives computation for 3D vectors and rotations.,{}
330,d2617b2,SUCCESS,14.0,Improved test coverage.,{}
331,79abf3c,SUCCESS,15.0,Improved test coverage.,{}
332,7e2ffcc,SUCCESS,15.0,Fixed DerivativeStructure.atan2 for special cases when both arguments are +/-0.,{}
333,d2a916e,SUCCESS,16.0,Added tests.,{}
334,9c5bbab,SUCCESS,15.0,Added accurate linear combinations for DerivativeStructure instances.,{}
335,ad20e42,SUCCESS,15.0,Remove trailing space.,{}
336,eedff09,SUCCESS,15.0,"MATH-933 Throw exception from optimizers that do not support simple bounds. Changing visibility of ""parseOptimizationData"" method to ""protected"" in order to allow the parent class to parse its data before the subclass (and thus providing more flexibility: the subclass is able check input consistency at the options parsing step).",{}
